1PP							3PP																								
PHASE			EXP TIME	video time	HR		PHASE			EXP TIME	video time	HR																			
BASELINE	static	0	  0:00:00	00:00:05	97		BASELINE	static	0	  0:00:00	00:00:09	81																			
BASELINE	static	0	  0:00:01	00:00:06	98		BASELINE	static	0	  0:00:01	00:00:10	83																			
BASELINE	static	0	  0:00:02	00:00:07	97		BASELINE	static	0	  0:00:02	00:00:11	83																			
BASELINE	static	0	  0:00:03	00:00:08	90		BASELINE	static	0	  0:00:03	00:00:12	84																			
BASELINE	static	0	  0:00:04	00:00:09	90		BASELINE	static	0	  0:00:04	00:00:13	85																			
BASELINE	static	0	  0:00:05	00:00:10	89		BASELINE	static	0	  0:00:05	00:00:14	85																			
BASELINE	static	0	  0:00:06	00:00:11	87		BASELINE	static	0	  0:00:06	00:00:15	84																			
BASELINE	static	0	  0:00:07	00:00:12	87		BASELINE	static	0	  0:00:07	00:00:16	84																			
BASELINE	static	0	  0:00:08	00:00:13	87		BASELINE	static	0	  0:00:08	00:00:17	83																			
BASELINE	static	0	  0:00:09	00:00:14	87		BASELINE	static	0	  0:00:09	00:00:18	83																			
BASELINE	static	0	  0:00:10	00:00:15	87		BASELINE	static	0	  0:00:10	00:00:19	83																			
BASELINE	static	0	  0:00:11	00:00:16	88		BASELINE	static	0	  0:00:11	00:00:20	83																			
BASELINE	static	0	  0:00:12	00:00:17	88		BASELINE	static	0	  0:00:12	00:00:21	83																			
BASELINE	static	0	  0:00:13	00:00:18	86		BASELINE	static	0	  0:00:13	00:00:22	83																			
BASELINE	static	0	  0:00:14	00:00:19	85		BASELINE	static	0	  0:00:14	00:00:23	82																			
BASELINE	static	0	  0:00:15	00:00:20	85		BASELINE	static	0	  0:00:15	00:00:24	82																			
BASELINE	static	0	  0:00:16	00:00:21	85		BASELINE	static	0	  0:00:16	00:00:25	81																			
BASELINE	static	0	  0:00:17	00:00:22	85		BASELINE	static	0	  0:00:17	00:00:26	80																			
BASELINE	static	0	  0:00:18	00:00:23	85		BASELINE	static	0	  0:00:18	00:00:27	80																			
BASELINE	static	0	  0:00:19	00:00:24	85		BASELINE	static	0	  0:00:19	00:00:28	80																			
BASELINE	static	0	  0:00:20	00:00:25	85		BASELINE	static	0	  0:00:20	00:00:29	80																			
BASELINE	static	0	  0:00:21	00:00:26	85		BASELINE	static	0	  0:00:21	00:00:30	80																			
BASELINE	static	0	  0:00:22	00:00:27	85		BASELINE	static	0	  0:00:22	00:00:31	80																			
BASELINE	static	0	  0:00:23	00:00:28	84		BASELINE	static	0	  0:00:23	00:00:32	81																			
BASELINE	static	0	  0:00:24	00:00:29	84		BASELINE	static	0	  0:00:24	00:00:33	82																			
BASELINE	static	0	  0:00:25	00:00:30	84		BASELINE	static	0	  0:00:25	00:00:34	84																			
BASELINE	static	0	  0:00:26	00:00:31	84		BASELINE	static	0	  0:00:26	00:00:35	84																			
BASELINE	static	0	  0:00:27	00:00:32	85		BASELINE	static	0	  0:00:27	00:00:36	84																			
BASELINE	static	0	  0:00:28	00:00:33	86		BASELINE	static	0	  0:00:28	00:00:37	83																			
BASELINE	static	0	  0:00:29	00:00:34	86		BASELINE	static	0	  0:00:29	00:00:38	82																			
BASELINE	static	0	  0:00:30	00:00:35	86		BASELINE	static	0	  0:00:30	00:00:39	82																			
BASELINE	static	0	  0:00:31	00:00:36	87		BASELINE	static	0	  0:00:31	00:00:40	81																			
BASELINE	static	0	  0:00:32	00:00:37	86		BASELINE	static	0	  0:00:32	00:00:41	81																			
BASELINE	static	0	  0:00:33	00:00:38	86		BASELINE	static	0	  0:00:33	00:00:42	81																			
BASELINE	static	0	  0:00:34	00:00:39	86		BASELINE	static	0	  0:00:34	00:00:43	81																			
BASELINE	static	0	  0:00:35	00:00:40	86		BASELINE	static	0	  0:00:35	00:00:44	81																			
BASELINE	static	0	  0:00:36	00:00:41	85		BASELINE	static	0	  0:00:36	00:00:45	82																			
BASELINE	static	0	  0:00:37	00:00:42	85		BASELINE	static	0	  0:00:37	00:00:46	82																			
BASELINE	static	0	  0:00:38	00:00:43	84		BASELINE	static	0	  0:00:38	00:00:47	83																			
BASELINE	static	0	  0:00:39	00:00:44	84		BASELINE	static	0	  0:00:39	00:00:48	83																			
BASELINE	static	0	  0:00:40	00:00:45	84		BASELINE	static	0	  0:00:40	00:00:49	83																			
BASELINE	static	0	  0:00:41	00:00:46	83		BASELINE	static	0	  0:00:41	00:00:50	83																			
BASELINE	static	0	  0:00:42	00:00:47	84		BASELINE	static	0	  0:00:42	00:00:51	83																			
BASELINE	static	0	  0:00:43	00:00:48	86		BASELINE	static	0	  0:00:43	00:00:52	83																			
BASELINE	static	0	  0:00:44	00:00:49	86		BASELINE	static	0	  0:00:44	00:00:53	83																			
BASELINE	static	0	  0:00:45	00:00:50	86		BASELINE	static	0	  0:00:45	00:00:54	83																			
BASELINE	static	0	  0:00:46	00:00:51	86		BASELINE	static	0	  0:00:46	00:00:55	82																			
BASELINE	static	0	  0:00:47	00:00:52	86		BASELINE	static	0	  0:00:47	00:00:56	81																			
BASELINE	static	0	  0:00:48	00:00:53	86		BASELINE	static	0	  0:00:48	00:00:57	81																			
BASELINE	static	0	  0:00:49	00:00:54	86		BASELINE	static	0	  0:00:49	00:00:58	81																			
BASELINE	static	0	  0:00:50	00:00:55	88		BASELINE	static	0	  0:00:50	00:00:59	80																			
BASELINE	static	0	  0:00:51	00:00:56	88		BASELINE	static	0	  0:00:51	00:01:00	80																			
BASELINE	static	0	  0:00:52	00:00:57	88		BASELINE	static	0	  0:00:52	00:01:01	80																			
BASELINE	static	0	  0:00:53	00:00:58	88		BASELINE	static	0	  0:00:53	00:01:02	80																			
BASELINE	static	0	  0:00:54	00:00:59	88		BASELINE	static	0	  0:00:54	00:01:03	79																			
BASELINE	static	0	  0:00:55	00:01:00	87		BASELINE	static	0	  0:00:55	00:01:04	83																			
BASELINE	static	0	  0:00:56	00:01:01	86		BASELINE	static	0	  0:00:56	00:01:05	84																			
BASELINE	static	0	  0:00:57	00:01:02	86		BASELINE	static	0	  0:00:57	00:01:06	85																			
BASELINE	static	0	  0:00:58	00:01:03	86		BASELINE	static	0	  0:00:58	00:01:07	85																			
BASELINE	static	0	  0:00:59	00:01:04	84		BASELINE	static	0	  0:00:59	00:01:08	84																			
BASELINE	static	0	  0:01:00	00:01:05	83		BASELINE	static	0	  0:01:00	00:01:09	84																			
BASELINE	static	0	  0:01:01	00:01:06	85		BASELINE	static	0	  0:01:01	00:01:10	83																			
BASELINE	static	0	  0:01:02	00:01:07	85		BASELINE	static	0	  0:01:02	00:01:11	82																			
BASELINE	static	0	  0:01:03	00:01:08	87		BASELINE	static	0	  0:01:03	00:01:12	82																			
BASELINE	static	0	  0:01:04	00:01:09	89		BASELINE	static	0	  0:01:04	00:01:13	82																			
BASELINE	static	0	  0:01:05	00:01:10	89		BASELINE	static	0	  0:01:05	00:01:14	82																			
BASELINE	static	0	  0:01:06	00:01:11	89		BASELINE	static	0	  0:01:06	00:01:15	83																			
