1PP							3PP																								
PHASE		cycle	EXP TIME	video time	HR		PHASE		cycle	EXP TIME	video time	HR																			
BASELINE	static	0	  0:00:00	00:00:00	81		BASELINE	static	0	  0:00:00	00:00:00	88																			
BASELINE	static	0	  0:00:01	00:00:01	81		BASELINE	static	0	  0:00:01	00:00:01	87																			
BASELINE	static	0	  0:00:02	00:00:02	80		BASELINE	static	0	  0:00:02	00:00:02	85																			
BASELINE	static	0	  0:00:03	00:00:03	79		BASELINE	static	0	  0:00:03	00:00:03	80																			
BASELINE	static	0	  0:00:04	00:00:04	78		BASELINE	static	0	  0:00:04	00:00:04	80																			
BASELINE	static	0	  0:00:05	00:00:05	79		BASELINE	static	0	  0:00:05	00:00:05	76																			
BASELINE	static	0	  0:00:06	00:00:06	79		BASELINE	static	0	  0:00:06	00:00:06	75																			
BASELINE	static	0	  0:00:07	00:00:07	80		BASELINE	static	0	  0:00:07	00:00:07	74																			
BASELINE	static	0	  0:00:08	00:00:08	81		BASELINE	static	0	  0:00:08	00:00:08	74																			
BASELINE	static	0	  0:00:09	00:00:09	81		BASELINE	static	0	  0:00:09	00:00:09	74																			
BASELINE	static	0	  0:00:10	00:00:10	81		BASELINE	static	0	  0:00:10	00:00:10	74																			
BASELINE	static	0	  0:00:11	00:00:11	80		BASELINE	static	0	  0:00:11	00:00:11	74																			
BASELINE	static	0	  0:00:12	00:00:12	79		BASELINE	static	0	  0:00:12	00:00:12	74																			
BASELINE	static	0	  0:00:13	00:00:13	78		BASELINE	static	0	  0:00:13	00:00:13	75																			
BASELINE	static	0	  0:00:14	00:00:14	76		BASELINE	static	0	  0:00:14	00:00:14	75																			
BASELINE	static	0	  0:00:15	00:00:15	75		BASELINE	static	0	  0:00:15	00:00:15	74																			
BASELINE	static	0	  0:00:16	00:00:16	74		BASELINE	static	0	  0:00:16	00:00:16	73																			
BASELINE	static	0	  0:00:17	00:00:17	74		BASELINE	static	0	  0:00:17	00:00:17	73																			
BASELINE	static	0	  0:00:18	00:00:18	73		BASELINE	static	0	  0:00:18	00:00:18	72																			
BASELINE	static	0	  0:00:19	00:00:19	74		BASELINE	static	0	  0:00:19	00:00:19	72																			
BASELINE	static	0	  0:00:20	00:00:20	74		BASELINE	static	0	  0:00:20	00:00:20	71																			
BASELINE	static	0	  0:00:21	00:00:21	74		BASELINE	static	0	  0:00:21	00:00:21	71																			
BASELINE	static	0	  0:00:22	00:00:22	75		BASELINE	static	0	  0:00:22	00:00:22	71																			
BASELINE	static	0	  0:00:23	00:00:23	75		BASELINE	static	0	  0:00:23	00:00:23	71																			
BASELINE	static	0	  0:00:24	00:00:24	75		BASELINE	static	0	  0:00:24	00:00:24	71																			
BASELINE	static	0	  0:00:25	00:00:25	74		BASELINE	static	0	  0:00:25	00:00:25	71																			
BASELINE	static	0	  0:00:26	00:00:26	74		BASELINE	static	0	  0:00:26	00:00:26	70																			
BASELINE	static	0	  0:00:27	00:00:27	74		BASELINE	static	0	  0:00:27	00:00:27	70																			
BASELINE	static	0	  0:00:28	00:00:28	73		BASELINE	static	0	  0:00:28	00:00:28	69																			
BASELINE	static	0	  0:00:29	00:00:29	74		BASELINE	static	0	  0:00:29	00:00:29	69																			
BASELINE	static	0	  0:00:30	00:00:30	74		BASELINE	static	0	  0:00:30	00:00:30	68																			
BASELINE	static	0	  0:00:31	00:00:31	74		BASELINE	static	0	  0:00:31	00:00:31	68																			
BASELINE	static	0	  0:00:32	00:00:32	74		BASELINE	static	0	  0:00:32	00:00:32	68																			
BASELINE	static	0	  0:00:33	00:00:33	73		BASELINE	static	0	  0:00:33	00:00:33	68																			
BASELINE	static	0	  0:00:34	00:00:34	73		BASELINE	static	0	  0:00:34	00:00:34	68																			
BASELINE	static	0	  0:00:35	00:00:35	72		BASELINE	static	0	  0:00:35	00:00:35	68																			
BASELINE	static	0	  0:00:36	00:00:36	72		BASELINE	static	0	  0:00:36	00:00:36	68																			
BASELINE	static	0	  0:00:37	00:00:37	73		BASELINE	static	0	  0:00:37	00:00:37	68																			
BASELINE	static	0	  0:00:38	00:00:38	73		BASELINE	static	0	  0:00:38	00:00:38	68																			
BASELINE	static	0	  0:00:39	00:00:39	74		BASELINE	static	0	  0:00:39	00:00:39	68																			
BASELINE	static	0	  0:00:40	00:00:40	74		BASELINE	static	0	  0:00:40	00:00:40	68																			
BASELINE	static	0	  0:00:41	00:00:41	75		BASELINE	static	0	  0:00:41	00:00:41	68																			
BASELINE	static	0	  0:00:42	00:00:42	75		BASELINE	static	0	  0:00:42	00:00:42	68																			
BASELINE	static	0	  0:00:43	00:00:43	75		BASELINE	static	0	  0:00:43	00:00:43	68																			
BASELINE	static	0	  0:00:44	00:00:44	74		BASELINE	static	0	  0:00:44	00:00:44	68																			
BASELINE	static	0	  0:00:45	00:00:45	74		BASELINE	static	0	  0:00:45	00:00:45	68																			
BASELINE	static	0	  0:00:46	00:00:46	75		BASELINE	static	0	  0:00:46	00:00:46	68																			
BASELINE	static	0	  0:00:47	00:00:47	77		BASELINE	static	0	  0:00:47	00:00:47	68																			
BASELINE	static	0	  0:00:48	00:00:48	77		BASELINE	static	0	  0:00:48	00:00:48	68																			
BASELINE	static	0	  0:00:49	00:00:49	77		BASELINE	static	0	  0:00:49	00:00:49	68																			
BASELINE	static	0	  0:00:50	00:00:50	77		BASELINE	static	0	  0:00:50	00:00:50	67																			
BASELINE	static	0	  0:00:51	00:00:51	75		BASELINE	static	0	  0:00:51	00:00:51	67																			
BASELINE	static	0	  0:00:52	00:00:52	75		BASELINE	static	0	  0:00:52	00:00:52	67																			
BASELINE	static	0	  0:00:53	00:00:53	76		BASELINE	static	0	  0:00:53	00:00:53	67																			
BASELINE	static	0	  0:00:54	00:00:54	77		BASELINE	static	0	  0:00:54	00:00:54	67																			
BASELINE	static	0	  0:00:55	00:00:55	79		BASELINE	static	0	  0:00:55	00:00:55	67																			
BASELINE	static	0	  0:00:56	00:00:56	80		BASELINE	static	0	  0:00:56	00:00:56	68																			
BASELINE	static	0	  0:00:57	00:00:57	81		BASELINE	static	0	  0:00:57	00:00:57	68																			
BASELINE	static	0	  0:00:58	00:00:58	81		BASELINE	static	0	  0:00:58	00:00:58	68																			
BASELINE	static	0	  0:00:59	00:00:59	84		BASELINE	static	0	  0:00:59	00:00:59	68																			
BASELINE	static	0	  0:01:00	00:01:00	83		BASELINE	static	0	  0:01:00	00:01:00	68																			
BASELINE	static	0	  0:01:01	00:01:01	83		BASELINE	static	0	  0:01:01	00:01:01	68																			
BASELINE	static	0	  0:01:02	00:01:02	83		BASELINE	static	0	  0:01:02	00:01:02	68																			
BASELINE	static	0	  0:01:03	00:01:03	82		BASELINE	static	0	  0:01:03	00:01:03	67																			
BASELINE	static	0	  0:01:04	00:01:04	82		BASELINE	static	0	  0:01:04	00:01:04	67																			
