1PP							3PP																								
PHASE		cycle	EXP TIME	video time	HR		PHASE		cycle	EXP TIME	video time	HR																			
BASELINE	static	0	  0:00:00		99		BASELINE	static	0	  0:00:00	00:00:11	76																			
BASELINE	static	0	  0:00:01		96		BASELINE	static	0	  0:00:01	00:00:12	77																			
BASELINE	static	0	  0:00:02		95		BASELINE	static	0	  0:00:02	00:00:13	78																			
BASELINE	static	0	  0:00:03		92		BASELINE	static	0	  0:00:03	00:00:14	79																			
BASELINE	static	0	  0:00:04		90		BASELINE	static	0	  0:00:04	00:00:15	79																			
BASELINE	static	0	  0:00:05		89		BASELINE	static	0	  0:00:05	00:00:16	79																			
BASELINE	static	0	  0:00:06		87		BASELINE	static	0	  0:00:06	00:00:17	79																			
BASELINE	static	0	  0:00:07		86		BASELINE	static	0	  0:00:07	00:00:18	80																			
BASELINE	static	0	  0:00:08		87		BASELINE	static	0	  0:00:08	00:00:19	80																			
BASELINE	static	0	  0:00:09		88		BASELINE	static	0	  0:00:09	00:00:20	80																			
BASELINE	static	0	  0:00:10		89		BASELINE	static	0	  0:00:10	00:00:21	79																			
BASELINE	static	0	  0:00:11		89		BASELINE	static	0	  0:00:11	00:00:22	78																			
BASELINE	static	0	  0:00:12		89		BASELINE	static	0	  0:00:12	00:00:23	78																			
BASELINE	static	0	  0:00:13		90		BASELINE	static	0	  0:00:13	00:00:24	78																			
BASELINE	static	0	  0:00:14		91		BASELINE	static	0	  0:00:14	00:00:25	79																			
BASELINE	static	0	  0:00:15		91		BASELINE	static	0	  0:00:15	00:00:26	79																			
BASELINE	static	0	  0:00:16		92		BASELINE	static	0	  0:00:16	00:00:27	79																			
BASELINE	static	0	  0:00:17		93		BASELINE	static	0	  0:00:17	00:00:28	79																			
BASELINE	static	0	  0:00:18		94		BASELINE	static	0	  0:00:18	00:00:29	79																			
BASELINE	static	0	  0:00:19		94		BASELINE	static	0	  0:00:19	00:00:30	79																			
BASELINE	static	0	  0:00:20		95		BASELINE	static	0	  0:00:20	00:00:31	78																			
BASELINE	static	0	  0:00:21		95		BASELINE	static	0	  0:00:21	00:00:32	78																			
BASELINE	static	0	  0:00:22		96		BASELINE	static	0	  0:00:22	00:00:33	78																			
BASELINE	static	0	  0:00:23		96		BASELINE	static	0	  0:00:23	00:00:34	79																			
BASELINE	static	0	  0:00:24		96		BASELINE	static	0	  0:00:24	00:00:35	79																			
BASELINE	static	0	  0:00:25		96		BASELINE	static	0	  0:00:25	00:00:36	80																			
BASELINE	static	0	  0:00:26		95		BASELINE	static	0	  0:00:26	00:00:37	79																			
BASELINE	static	0	  0:00:27		94		BASELINE	static	0	  0:00:27	00:00:38	79																			
BASELINE	static	0	  0:00:28		93		BASELINE	static	0	  0:00:28	00:00:39	79																			
BASELINE	static	0	  0:00:29		92		BASELINE	static	0	  0:00:29	00:00:40	79																			
BASELINE	static	0	  0:00:30		90		BASELINE	static	0	  0:00:30	00:00:41	79																			
BASELINE	static	0	  0:00:31		89		BASELINE	static	0	  0:00:31	00:00:42	79																			
BASELINE	static	0	  0:00:32		87		BASELINE	static	0	  0:00:32	00:00:43	79																			
BASELINE	static	0	  0:00:33		87		BASELINE	static	0	  0:00:33	00:00:44	79																			
BASELINE	static	0	  0:00:34		87		BASELINE	static	0	  0:00:34	00:00:45	79																			
BASELINE	static	0	  0:00:35		87		BASELINE	static	0	  0:00:35	00:00:46	79																			
BASELINE	static	0	  0:00:36		88		BASELINE	static	0	  0:00:36	00:00:47	79																			
BASELINE	static	0	  0:00:37		88		BASELINE	static	0	  0:00:37	00:00:48	79																			
BASELINE	static	0	  0:00:38		89		BASELINE	static	0	  0:00:38	00:00:49	79																			
BASELINE	static	0	  0:00:39		89		BASELINE	static	0	  0:00:39	00:00:50	79																			
BASELINE	static	0	  0:00:40		89		BASELINE	static	0	  0:00:40	00:00:51	79																			
BASELINE	static	0	  0:00:41		89		BASELINE	static	0	  0:00:41	00:00:52	78																			
BASELINE	static	0	  0:00:42		88		BASELINE	static	0	  0:00:42	00:00:53	78																			
BASELINE	static	0	  0:00:43		88		BASELINE	static	0	  0:00:43	00:00:54	78																			
BASELINE	static	0	  0:00:44		88		BASELINE	static	0	  0:00:44	00:00:55	79																			
BASELINE	static	0	  0:00:45		88		BASELINE	static	0	  0:00:45	00:00:56	78																			
BASELINE	static	0	  0:00:46		88		BASELINE	static	0	  0:00:46	00:00:57	79																			
BASELINE	static	0	  0:00:47		89		BASELINE	static	0	  0:00:47	00:00:58	79																			
