1PP							3PP																								
PHASE		cycle	EXP TIME	video time	HR		PHASE		cycle	EXP TIME	video time	HR																			
BASELINE	static	0	  0:00:00	00:00:00	81		BASELINE	static	0	  0:00:00	00:00:00	67																			
BASELINE	static	0	  0:00:01	00:00:01	81		BASELINE	static	0	  0:00:01	00:00:01	67																			
BASELINE	static	0	  0:00:02	00:00:02	80		BASELINE	static	0	  0:00:02	00:00:02	67																			
BASELINE	static	0	  0:00:03	00:00:03	79		BASELINE	static	0	  0:00:03	00:00:03	67																			
BASELINE	static	0	  0:00:04	00:00:04	79		BASELINE	static	0	  0:00:04	00:00:04	67																			
BASELINE	static	0	  0:00:05	00:00:05	77		BASELINE	static	0	  0:00:05	00:00:05	67																			
BASELINE	static	0	  0:00:06	00:00:06	77		BASELINE	static	0	  0:00:06	00:00:06	66																			
BASELINE	static	0	  0:00:07	00:00:07	76		BASELINE	static	0	  0:00:07	00:00:07	66																			
BASELINE	static	0	  0:00:08	00:00:08	75		BASELINE	static	0	  0:00:08	00:00:08	66																			
BASELINE	static	0	  0:00:09	00:00:09	75		BASELINE	static	0	  0:00:09	00:00:09	66																			
BASELINE	static	0	  0:00:10	00:00:10	75		BASELINE	static	0	  0:00:10	00:00:10	65																			
BASELINE	static	0	  0:00:11	00:00:11	75		BASELINE	static	0	  0:00:11	00:00:11	65																			
BASELINE	static	0	  0:00:12	00:00:12	75		BASELINE	static	0	  0:00:12	00:00:12	66																			
BASELINE	static	0	  0:00:13	00:00:13	75		BASELINE	static	0	  0:00:13	00:00:13	66																			
BASELINE	static	0	  0:00:14	00:00:14	75		BASELINE	static	0	  0:00:14	00:00:14	66																			
BASELINE	static	0	  0:00:15	00:00:15	73		BASELINE	static	0	  0:00:15	00:00:15	66																			
BASELINE	static	0	  0:00:16	00:00:16	72		BASELINE	static	0	  0:00:16	00:00:16	66																			
BASELINE	static	0	  0:00:17	00:00:17	72		BASELINE	static	0	  0:00:17	00:00:17	66																			
BASELINE	static	0	  0:00:18	00:00:18	71		BASELINE	static	0	  0:00:18	00:00:18	65																			
BASELINE	static	0	  0:00:19	00:00:19	71		BASELINE	static	0	  0:00:19	00:00:19	65																			
BASELINE	static	0	  0:00:20	00:00:20	70		BASELINE	static	0	  0:00:20	00:00:20	65																			
BASELINE	static	0	  0:00:21	00:00:21	70		BASELINE	static	0	  0:00:21	00:00:21	65																			
BASELINE	static	0	  0:00:22	00:00:22	70		BASELINE	static	0	  0:00:22	00:00:22	64																			
BASELINE	static	0	  0:00:23	00:00:23	69		BASELINE	static	0	  0:00:23	00:00:23	64																			
BASELINE	static	0	  0:00:24	00:00:24	69		BASELINE	static	0	  0:00:24	00:00:24	64																			
BASELINE	static	0	  0:00:25	00:00:25	69		BASELINE	static	0	  0:00:25	00:00:25	64																			
BASELINE	static	0	  0:00:26	00:00:26	70		BASELINE	static	0	  0:00:26	00:00:26	64																			
BASELINE	static	0	  0:00:27	00:00:27	69		BASELINE	static	0	  0:00:27	00:00:27	64																			
BASELINE	static	0	  0:00:28	00:00:28	69		BASELINE	static	0	  0:00:28	00:00:28	64																			
BASELINE	static	0	  0:00:29	00:00:29	69		BASELINE	static	0	  0:00:29	00:00:29	64																			
BASELINE	static	0	  0:00:30	00:00:30	68		BASELINE	static	0	  0:00:30	00:00:30	64																			
BASELINE	static	0	  0:00:31	00:00:31	68		BASELINE	static	0	  0:00:31	00:00:31	64																			
BASELINE	static	0	  0:00:32	00:00:32	68		BASELINE	static	0	  0:00:32	00:00:32	64																			
BASELINE	static	0	  0:00:33	00:00:33	69		BASELINE	static	0	  0:00:33	00:00:33	65																			
BASELINE	static	0	  0:00:34	00:00:34	69		BASELINE	static	0	  0:00:34	00:00:34	65																			
BASELINE	static	0	  0:00:35	00:00:35	69		BASELINE	static	0	  0:00:35	00:00:35	64																			
BASELINE	static	0	  0:00:36	00:00:36	70		BASELINE	static	0	  0:00:36	00:00:36	65																			
BASELINE	static	0	  0:00:37	00:00:37	70		BASELINE	static	0	  0:00:37	00:00:37	65																			
BASELINE	static	0	  0:00:38	00:00:38	70		BASELINE	static	0	  0:00:38	00:00:38	65																			
BASELINE	static	0	  0:00:39	00:00:39	70		BASELINE	static	0	  0:00:39	00:00:39	65																			
BASELINE	static	0	  0:00:40	00:00:40	70		BASELINE	static	0	  0:00:40	00:00:40	65																			
BASELINE	static	0	  0:00:41	00:00:41	69		BASELINE	static	0	  0:00:41	00:00:41	65																			
BASELINE	static	0	  0:00:42	00:00:42	69		BASELINE	static	0	  0:00:42	00:00:42	65																			
BASELINE	static	0	  0:00:43	00:00:43	69		BASELINE	static	0	  0:00:43	00:00:43	65																			
BASELINE	static	0	  0:00:44	00:00:44	69		BASELINE	static	0	  0:00:44	00:00:44	65																			
BASELINE	static	0	  0:00:45	00:00:45	69		BASELINE	static	0	  0:00:45	00:00:45	65																			
BASELINE	static	0	  0:00:46	00:00:46	69		BASELINE	static	0	  0:00:46	00:00:46	65																			
BASELINE	static	0	  0:00:47	00:00:47	69		BASELINE	static	0	  0:00:47	00:00:47	65																			
BASELINE	static	0	  0:00:48	00:00:48	69		BASELINE	static	0	  0:00:48	00:00:48	65																			
BASELINE	static	0	  0:00:49	00:00:49	69		BASELINE	static	0	  0:00:49	00:00:49	65																			
BASELINE	static	0	  0:00:50	00:00:50	69		BASELINE	static	0	  0:00:50	00:00:50	65																			
BASELINE	static	0	  0:00:51	00:00:51	69		BASELINE	static	0	  0:00:51	00:00:51	65																			
BASELINE	static	0	  0:00:52	00:00:52	69		BASELINE	static	0	  0:00:52	00:00:52	65																			
BASELINE	static	0	  0:00:53	00:00:53	69		BASELINE	static	0	  0:00:53	00:00:53	65																			
BASELINE	static	0	  0:00:54	00:00:54	69		BASELINE	static	0	  0:00:54	00:00:54	65																			
BASELINE	static	0	  0:00:55	00:00:55	69		BASELINE	static	0	  0:00:55	00:00:55	65																			
BASELINE	static	0	  0:00:56	00:00:56	69		BASELINE	static	0	  0:00:56	00:00:56	65																			
BASELINE	static	0	  0:00:57	00:00:57	69		BASELINE	static	0	  0:00:57	00:00:57	65																			
BASELINE	static	0	  0:00:58	00:00:58	70		BASELINE	static	0	  0:00:58	00:00:58	65																			
BASELINE	static	0	  0:00:59	00:00:59	70		BASELINE	static	0	  0:00:59	00:00:59	65																			
BASELINE	static	0	  0:01:00	00:01:00	70		BASELINE	static	0	  0:01:00	00:01:00	65																			
BASELINE	static	0	  0:01:01	00:01:01	71		BASELINE	static	0	  0:01:01	00:01:01	65																			
BASELINE	static	0	  0:01:02	00:01:02	71		BASELINE	static	0	  0:01:02	00:01:02	64																			
BASELINE	static	0	  0:01:03	00:01:03	71		BASELINE	static	0	  0:01:03	00:01:03	64																			
BASELINE	static	0	  0:01:04	00:01:04	71		BASELINE	static	0	  0:01:04	00:01:04	64																			
BASELINE	static	0	  0:01:05	00:01:05	71		BASELINE	static	0	  0:01:05	00:01:05	65																			
BASELINE	static	0	  0:01:06	00:01:06	71		BASELINE	static	0	  0:01:06	00:01:06	64																			
BASELINE	static	0	  0:01:07	00:01:07	71		BASELINE	static	0	  0:01:07	00:01:07	64																			
BASELINE	static	0	  0:01:08	00:01:08	71		BASELINE	static	0	  0:01:08	00:01:08	65																			
BASELINE	static	0	  0:01:09	00:01:09	71		BASELINE	static	0	  0:01:09	00:01:09	65																			
BASELINE	static	0	  0:01:10	00:01:10	71		BASELINE	static	0	  0:01:10	00:01:10	65																			
BASELINE	static	0	  0:01:11	00:01:11	72		BASELINE	static	0	  0:01:11	00:01:11	65																			
BASELINE	static	0	  0:01:12	00:01:12	72		BASELINE	static	0	  0:01:12	00:01:12	65																			
BASELINE	static	0	  0:01:13	00:01:13	72		BASELINE	static	0	  0:01:13	00:01:13	65																			
BASELINE	static	0	  0:01:14	00:01:14	72		BASELINE	static	0	  0:01:14	00:01:14	65																			
BASELINE	static	0	  0:01:15	00:01:15	72		BASELINE	static	0	  0:01:15	00:01:15	65																			
BASELINE	static	0	  0:01:16	00:01:16	72		BASELINE	static	0	  0:01:16	00:01:16	65																			
