1PP							3PP																								
PHASE		cycle	EXP TIME	video time	HR		PHASE		cycle	EXP TIME	video time	HR																			
BASELINE	static	0	  0:00:00	00:00:16	71		BASELINE	static	0	  0:00:00	00:00:02	76																			
BASELINE	static	0	  0:00:01	00:00:17	72		BASELINE	static	0	  0:00:01	00:00:03	76																			
BASELINE	static	0	  0:00:02	00:00:18	72		BASELINE	static	0	  0:00:02	00:00:04	76																			
BASELINE	static	0	  0:00:03	00:00:19	72		BASELINE	static	0	  0:00:03	00:00:05	77																			
BASELINE	static	0	  0:00:04	00:00:20	71		BASELINE	static	0	  0:00:04	00:00:06	77																			
BASELINE	static	0	  0:00:05	00:00:21	71		BASELINE	static	0	  0:00:05	00:00:07	75																			
BASELINE	static	0	  0:00:06	00:00:22	70		BASELINE	static	0	  0:00:06	00:00:08	75																			
BASELINE	static	0	  0:00:07	00:00:23	70		BASELINE	static	0	  0:00:07	00:00:09	74																			
BASELINE	static	0	  0:00:08	00:00:24	69		BASELINE	static	0	  0:00:08	00:00:10	73																			
BASELINE	static	0	  0:00:09	00:00:25	69		BASELINE	static	0	  0:00:09	00:00:11	73																			
BASELINE	static	0	  0:00:10	00:00:26	69		BASELINE	static	0	  0:00:10	00:00:12	73																			
BASELINE	static	0	  0:00:11	00:00:27	68		BASELINE	static	0	  0:00:11	00:00:13	72																			
BASELINE	static	0	  0:00:12	00:00:28	69		BASELINE	static	0	  0:00:12	00:00:14	72																			
BASELINE	static	0	  0:00:13	00:00:29	70		BASELINE	static	0	  0:00:13	00:00:15	72																			
BASELINE	static	0	  0:00:14	00:00:30	70		BASELINE	static	0	  0:00:14	00:00:16	72																			
BASELINE	static	0	  0:00:15	00:00:31	70		BASELINE	static	0	  0:00:15	00:00:17	73																			
BASELINE	static	0	  0:00:16	00:00:32	71		BASELINE	static	0	  0:00:16	00:00:18	73																			
BASELINE	static	0	  0:00:17	00:00:33	71		BASELINE	static	0	  0:00:17	00:00:19	74																			
BASELINE	static	0	  0:00:18	00:00:34	70		BASELINE	static	0	  0:00:18	00:00:20	74																			
BASELINE	static	0	  0:00:19	00:00:35	70		BASELINE	static	0	  0:00:19	00:00:21	74																			
BASELINE	static	0	  0:00:20	00:00:36	69		BASELINE	static	0	  0:00:20	00:00:22	74																			
BASELINE	static	0	  0:00:21	00:00:37	69		BASELINE	static	0	  0:00:21	00:00:23	74																			
BASELINE	static	0	  0:00:22	00:00:38	69		BASELINE	static	0	  0:00:22	00:00:24	74																			
BASELINE	static	0	  0:00:23	00:00:39	69		BASELINE	static	0	  0:00:23	00:00:25	74																			
BASELINE	static	0	  0:00:24	00:00:40	69		BASELINE	static	0	  0:00:24	00:00:26	73																			
BASELINE	static	0	  0:00:25	00:00:41	69		BASELINE	static	0	  0:00:25	00:00:27	73																			
BASELINE	static	0	  0:00:26	00:00:42	69		BASELINE	static	0	  0:00:26	00:00:28	73																			
BASELINE	static	0	  0:00:27	00:00:43	69		BASELINE	static	0	  0:00:27	00:00:29	73																			
BASELINE	static	0	  0:00:28	00:00:44	69		BASELINE	static	0	  0:00:28	00:00:30	73																			
BASELINE	static	0	  0:00:29	00:00:45	69		BASELINE	static	0	  0:00:29	00:00:31	73																			
BASELINE	static	0	  0:00:30	00:00:46	69		BASELINE	static	0	  0:00:30	00:00:32	73																			
BASELINE	static	0	  0:00:31	00:00:47	69		BASELINE	static	0	  0:00:31	00:00:33	73																			
BASELINE	static	0	  0:00:32	00:00:48	69		BASELINE	static	0	  0:00:32	00:00:34	73																			
BASELINE	static	0	  0:00:33	00:00:49	69		BASELINE	static	0	  0:00:33	00:00:35	73																			
BASELINE	static	0	  0:00:34	00:00:50	70		BASELINE	static	0	  0:00:34	00:00:36	73																			
BASELINE	static	0	  0:00:35	00:00:51	71		BASELINE	static	0	  0:00:35	00:00:37	73																			
BASELINE	static	0	  0:00:36	00:00:52	72		BASELINE	static	0	  0:00:36	00:00:38	73																			
BASELINE	static	0	  0:00:37	00:00:53	73		BASELINE	static	0	  0:00:37	00:00:39	72																			
BASELINE	static	0	  0:00:38	00:00:54	72		BASELINE	static	0	  0:00:38	00:00:40	72																			
BASELINE	static	0	  0:00:39	00:00:55	70		BASELINE	static	0	  0:00:39	00:00:41	72																			
BASELINE	static	0	  0:00:40	00:00:56	69		BASELINE	static	0	  0:00:40	00:00:42	71																			
BASELINE	static	0	  0:00:41	00:00:57	69		BASELINE	static	0	  0:00:41	00:00:43	71																			
BASELINE	static	0	  0:00:42	00:00:58	69		BASELINE	static	0	  0:00:42	00:00:44	70																			
BASELINE	static	0	  0:00:43	00:00:59	69		BASELINE	static	0	  0:00:43	00:00:45	70																			
BASELINE	static	0	  0:00:44	00:01:00	70		BASELINE	static	0	  0:00:44	00:00:46	69																			
BASELINE	static	0	  0:00:45	00:01:01	71		BASELINE	static	0	  0:00:45	00:00:47	70																			
BASELINE	static	0	  0:00:46	00:01:02	71		BASELINE	static	0	  0:00:46	00:00:48	69																			
BASELINE	static	0	  0:00:47	00:01:03	71		BASELINE	static	0	  0:00:47	00:00:49	69																			
BASELINE	static	0	  0:00:48	00:01:04	70		BASELINE	static	0	  0:00:48	00:00:50	69																			
BASELINE	static	0	  0:00:49	00:01:05	69		BASELINE	static	0	  0:00:49	00:00:51	69																			
BASELINE	static	0	  0:00:50	00:01:06	69		BASELINE	static	0	  0:00:50	00:00:52	68																			
BASELINE	static	0	  0:00:51	00:01:07	69		BASELINE	static	0	  0:00:51	00:00:53	68																			
BASELINE	static	0	  0:00:52	00:01:08	69		BASELINE	static	0	  0:00:52	00:00:54	67																			
BASELINE	static	0	  0:00:53	00:01:09	69		BASELINE	static	0	  0:00:53	00:00:55	67																			
BASELINE	static	0	  0:00:54	00:01:10	69		BASELINE	static	0	  0:00:54	00:00:56	67																			
BASELINE	static	0	  0:00:55	00:01:11	69		BASELINE	static	0	  0:00:55	00:00:57	67																			
BASELINE	static	0	  0:00:56	00:01:12	69		BASELINE	static	0	  0:00:56	00:00:58	66																			
BASELINE	static	0	  0:00:57	00:01:13	69		BASELINE	static	0	  0:00:57	00:00:59	65																			
BASELINE	static	0	  0:00:58	00:01:14	69		BASELINE	static	0	  0:00:58	00:01:00	65																			
BASELINE	static	0	  0:00:59	00:01:15	70		BASELINE	static	0	  0:00:59	00:01:01	67																			
BASELINE	static	0	  0:01:00	00:01:16	70		BASELINE	static	0	  0:01:00	00:01:02	67																			
BASELINE	static	0	  0:01:01	00:01:17	70		BASELINE	static	0	  0:01:01	00:01:03	68																			
BASELINE	static	0	  0:01:02	00:01:18	71		BASELINE	static	0	  0:01:02	00:01:04	69																			
BASELINE	static	0	  0:01:03	00:01:19	73		BASELINE	static	0	  0:01:03	00:01:05	71																			
BASELINE	static	0	  0:01:04	00:01:20	74		BASELINE	static	0	  0:01:04	00:01:06	71																			
BASELINE	static	0	  0:01:05	00:01:21	75		BASELINE	static	0	  0:01:05	00:01:07	72																			
BASELINE	static	0	  0:01:06	00:01:22	77		BASELINE	static	0	  0:01:06	00:01:08	73																			
BASELINE	static	0	  0:01:07	00:01:23	77		BASELINE	static	0	  0:01:07	00:01:09	73																			
BASELINE	static	0	  0:01:08	00:01:24	77		BASELINE	static	0	  0:01:08	00:01:10	74																			
