1PP							3PP																								
PHASE		cycle	EXP TIME	video time	HR		PHASE		cycle	EXP TIME	video time	HR																			
BASELINE	static	0	  0:00:00	00:00:05	61		BASELINE	static	0	  0:00:00	00:01:39	60																			
BASELINE	static	0	  0:00:01	00:00:06	61		BASELINE	static	0	  0:00:01	00:01:40	59																			
BASELINE	static	0	  0:00:02	00:00:07	61		BASELINE	static	0	  0:00:02	00:01:41	59																			
BASELINE	static	0	  0:00:03	00:00:08	60		BASELINE	static	0	  0:00:03	00:01:42	59																			
BASELINE	static	0	  0:00:04	00:00:09	60		BASELINE	static	0	  0:00:04	00:01:43	59																			
BASELINE	static	0	  0:00:05	00:00:10	60		BASELINE	static	0	  0:00:05	00:01:44	59																			
BASELINE	static	0	  0:00:06	00:00:11	60		BASELINE	static	0	  0:00:06	00:01:45	59																			
BASELINE	static	0	  0:00:07	00:00:12	60		BASELINE	static	0	  0:00:07	00:01:46	59																			
BASELINE	static	0	  0:00:08	00:00:13	60		BASELINE	static	0	  0:00:08	00:01:47	59																			
BASELINE	static	0	  0:00:09	00:00:14	61		BASELINE	static	0	  0:00:09	00:01:48	59																			
BASELINE	static	0	  0:00:10	00:00:15	61		BASELINE	static	0	  0:00:10	00:01:49	60																			
BASELINE	static	0	  0:00:11	00:00:16	61		BASELINE	static	0	  0:00:11	00:01:50	60																			
BASELINE	static	0	  0:00:12	00:00:17	62		BASELINE	static	0	  0:00:12	00:01:51	60																			
BASELINE	static	0	  0:00:13	00:00:18	62		BASELINE	static	0	  0:00:13	00:01:52	60																			
BASELINE	static	0	  0:00:14	00:00:19	62		BASELINE	static	0	  0:00:14	00:01:53	60																			
BASELINE	static	0	  0:00:15	00:00:20	62		BASELINE	static	0	  0:00:15	00:01:54	60																			
BASELINE	static	0	  0:00:16	00:00:21	62		BASELINE	static	0	  0:00:16	00:01:55	60																			
BASELINE	static	0	  0:00:17	00:00:22	62		BASELINE	static	0	  0:00:17	00:01:56	60																			
BASELINE	static	0	  0:00:18	00:00:23	62		BASELINE	static	0	  0:00:18	00:01:57	60																			
BASELINE	static	0	  0:00:19	00:00:24	62		BASELINE	static	0	  0:00:19	00:01:58	60																			
BASELINE	static	0	  0:00:20	00:00:25	62		BASELINE	static	0	  0:00:20	00:01:59	59																			
BASELINE	static	0	  0:00:21	00:00:26	62		BASELINE	static	0	  0:00:21	00:02:00	59																			
BASELINE	static	0	  0:00:22	00:00:27	62		BASELINE	static	0	  0:00:22	00:02:01	59																			
BASELINE	static	0	  0:00:23	00:00:28	62		BASELINE	static	0	  0:00:23	00:02:02	59																			
BASELINE	static	0	  0:00:24	00:00:29	62		BASELINE	static	0	  0:00:24	00:02:03	59																			
BASELINE	static	0	  0:00:25	00:00:30	61		BASELINE	static	0	  0:00:25	00:02:04	59																			
BASELINE	static	0	  0:00:26	00:00:31	61		BASELINE	static	0	  0:00:26	00:02:05	59																			
BASELINE	static	0	  0:00:27	00:00:32	61		BASELINE	static	0	  0:00:27	00:02:06	59																			
