1PP							3PP																								
PHASE		cycle	EXP TIME	video time	HR		PHASE		cycle	EXP TIME	video time	HR																			
BASELINE	static	0	  0:00:00	00:01:46	95		BASELINE	static	0	  0:00:00	00:00:08	87																			
BASELINE	static	0	  0:00:01	00:01:47	95		BASELINE	static	0	  0:00:01	00:00:09	87																			
BASELINE	static	0	  0:00:02	00:01:48	92		BASELINE	static	0	  0:00:02	00:00:10	87																			
BASELINE	static	0	  0:00:03	00:01:49	91		BASELINE	static	0	  0:00:03	00:00:11	89																			
BASELINE	static	0	  0:00:04	00:01:50	91		BASELINE	static	0	  0:00:04	00:00:12	90																			
BASELINE	static	0	  0:00:05	00:01:51	92		BASELINE	static	0	  0:00:05	00:00:13	90																			
BASELINE	static	0	  0:00:06	00:01:52	91		BASELINE	static	0	  0:00:06	00:00:14	90																			
BASELINE	static	0	  0:00:07	00:01:53	91		BASELINE	static	0	  0:00:07	00:00:15	89																			
BASELINE	static	0	  0:00:08	00:01:54	91		BASELINE	static	0	  0:00:08	00:00:16	88																			
BASELINE	static	0	  0:00:09	00:01:55	91		BASELINE	static	0	  0:00:09	00:00:17	87																			
BASELINE	static	0	  0:00:10	00:01:56	91		BASELINE	static	0	  0:00:10	00:00:18	86																			
BASELINE	static	0	  0:00:11	00:01:57	91		BASELINE	static	0	  0:00:11	00:00:19	85																			
BASELINE	static	0	  0:00:12	00:01:58	91		BASELINE	static	0	  0:00:12	00:00:20	85																			
BASELINE	static	0	  0:00:13	00:01:59	91		BASELINE	static	0	  0:00:13	00:00:21	85																			
BASELINE	static	0	  0:00:14	00:02:00	93		BASELINE	static	0	  0:00:14	00:00:22	85																			
BASELINE	static	0	  0:00:15	00:02:01	93		BASELINE	static	0	  0:00:15	00:00:23	85																			
BASELINE	static	0	  0:00:16	00:02:02	92		BASELINE	static	0	  0:00:16	00:00:24	85																			
BASELINE	static	0	  0:00:17	00:02:03	92		BASELINE	static	0	  0:00:17	00:00:25	84																			
BASELINE	static	0	  0:00:18	00:02:04	90		BASELINE	static	0	  0:00:18	00:00:26	84																			
BASELINE	static	0	  0:00:19	00:02:05	90		BASELINE	static	0	  0:00:19	00:00:27	83																			
BASELINE	static	0	  0:00:20	00:02:06	89		BASELINE	static	0	  0:00:20	00:00:28	83																			
BASELINE	static	0	  0:00:21	00:02:07	88		BASELINE	static	0	  0:00:21	00:00:29	83																			
BASELINE	static	0	  0:00:22	00:02:08	88		BASELINE	static	0	  0:00:22	00:00:30	83																			
BASELINE	static	0	  0:00:23	00:02:09	88		BASELINE	static	0	  0:00:23	00:00:31	83																			
BASELINE	static	0	  0:00:24	00:02:10	88		BASELINE	static	0	  0:00:24	00:00:32	84																			
BASELINE	static	0	  0:00:25	00:02:11	87		BASELINE	static	0	  0:00:25	00:00:33	84																			
BASELINE	static	0	  0:00:26	00:02:12	87		BASELINE	static	0	  0:00:26	00:00:34	83																			
BASELINE	static	0	  0:00:27	00:02:13	87		BASELINE	static	0	  0:00:27	00:00:35	84																			
BASELINE	static	0	  0:00:28	00:02:14	87		BASELINE	static	0	  0:00:28	00:00:36	83																			
BASELINE	static	0	  0:00:29	00:02:15	87		BASELINE	static	0	  0:00:29	00:00:37	83																			
BASELINE	static	0	  0:00:30	00:02:16	88		BASELINE	static	0	  0:00:30	00:00:38	84																			
BASELINE	static	0	  0:00:31	00:02:17	88		BASELINE	static	0	  0:00:31	00:00:39	84																			
BASELINE	static	0	  0:00:32	00:02:18	88		BASELINE	static	0	  0:00:32	00:00:40	84																			
BASELINE	static	0	  0:00:33	00:02:19	87		BASELINE	static	0	  0:00:33	00:00:41	84																			
BASELINE	static	0	  0:00:34	00:02:20	87		BASELINE	static	0	  0:00:34	00:00:42	84																			
BASELINE	static	0	  0:00:35	00:02:21	88		BASELINE	static	0	  0:00:35	00:00:43	84																			
BASELINE	static	0	  0:00:36	00:02:22	88		BASELINE	static	0	  0:00:36	00:00:44	84																			
BASELINE	static	0	  0:00:37	00:02:23	88		BASELINE	static	0	  0:00:37	00:00:45	84																			
BASELINE	static	0	  0:00:38	00:02:24	87		BASELINE	static	0	  0:00:38	00:00:46	84																			
BASELINE	static	0	  0:00:39	00:02:25	87		BASELINE	static	0	  0:00:39	00:00:47	84																			
BASELINE	static	0	  0:00:40	00:02:26	87		BASELINE	static	0	  0:00:40	00:00:48	84																			
BASELINE	static	0	  0:00:41	00:02:27	88		BASELINE	static	0	  0:00:41	00:00:49	85																			
BASELINE	static	0	  0:00:42	00:02:28	89		BASELINE	static	0	  0:00:42	00:00:50	85																			
BASELINE	static	0	  0:00:43	00:02:29	89		BASELINE	static	0	  0:00:43	00:00:51	85																			
BASELINE	static	0	  0:00:44	00:02:30	90		BASELINE	static	0	  0:00:44	00:00:52	85																			
BASELINE	static	0	  0:00:45	00:02:31	90		BASELINE	static	0	  0:00:45	00:00:53	86																			
BASELINE	static	0	  0:00:46	00:02:32	90		BASELINE	static	0	  0:00:46	00:00:54	86																			
BASELINE	static	0	  0:00:47	00:02:33	90		BASELINE	static	0	  0:00:47	00:00:55	85																			
BASELINE	static	0	  0:00:48	00:02:34	89		BASELINE	static	0	  0:00:48	00:00:56	84																			
BASELINE	static	0	  0:00:49	00:02:35	89		BASELINE	static	0	  0:00:49	00:00:57	83																			
BASELINE	static	0	  0:00:50	00:02:36	90		BASELINE	static	0	  0:00:50	00:00:58	83																			
BASELINE	static	0	  0:00:51	00:02:37	90		BASELINE	static	0	  0:00:51	00:00:59	83																			
BASELINE	static	0	  0:00:52	00:02:38	90		BASELINE	static	0	  0:00:52	00:01:00	83																			
BASELINE	static	0	  0:00:53	00:02:39	90		BASELINE	static	0	  0:00:53	00:01:01	83																			
BASELINE	static	0	  0:00:54	00:02:40	90		BASELINE	static	0	  0:00:54	00:01:02	83																			
BASELINE	static	0	  0:00:55	00:02:41	90		BASELINE	static	0	  0:00:55	00:01:03	82																			
BASELINE	static	0	  0:00:56	00:02:42	90		BASELINE	static	0	  0:00:56	00:01:04	82																			
BASELINE	static	0	  0:00:57	00:02:43	90		BASELINE	static	0	  0:00:57	00:01:05	82																			
BASELINE	static	0	  0:00:58	00:02:44	90		BASELINE	static	0	  0:00:58	00:01:06	83																			
BASELINE	static	0	  0:00:59	00:02:45	90		BASELINE	static	0	  0:00:59	00:01:07	83																			
BASELINE	static	0	  0:01:00	00:02:46	89		BASELINE	static	0	  0:01:00	00:01:08	83																			
BASELINE	static	0	  0:01:01	00:02:47	89		BASELINE	static	0	  0:01:01	00:01:09	82																			
BASELINE	static	0	  0:01:02	00:02:48	88		BASELINE	static	0	  0:01:02	00:01:10	82																			
BASELINE	static	0	  0:01:03	00:02:49	90		BASELINE	static	0	  0:01:03	00:01:11	83																			
BASELINE	static	0	  0:01:04	00:02:50	90		BASELINE	static	0	  0:01:04	00:01:12	85																			
BASELINE	static	0	  0:01:05	00:02:51	92		BASELINE	static	0	  0:01:05	00:01:13	86																			
BASELINE	static	0	  0:01:06	00:02:52	92		BASELINE	static	0	  0:01:06	00:01:14	86																			
BASELINE	static	0	  0:01:07	00:02:53	91		BASELINE	static	0	  0:01:07	00:01:15	85																			
BASELINE	static	0	  0:01:08	00:02:54	92		BASELINE	static	0	  0:01:08	00:01:16	84																			
BASELINE	static	0	  0:01:09	00:02:55	91		BASELINE	static	0	  0:01:09	00:01:17	83																			
BASELINE	static	0	  0:01:10	00:02:56	91		BASELINE	static	0	  0:01:10	00:01:18	83																			
BASELINE	static	0	  0:01:11	00:02:57	91		BASELINE	static	0	  0:01:11	00:01:19	83																			
BASELINE	static	0	  0:01:12	00:02:58	91		BASELINE	static	0	  0:01:12	00:01:20	83																			
BASELINE	static	0	  0:01:13	00:02:59	92		BASELINE	static	0	  0:01:13	00:01:21	83																			
BASELINE	static	0	  0:01:14	00:03:00	92		BASELINE	static	0	  0:01:14	00:01:22	83																			
BASELINE	static	0	  0:01:15	00:03:01	91		BASELINE	static	0	  0:01:15	00:01:23	82																			
BASELINE	static	0	  0:01:16	00:03:02	91		BASELINE	static	0	  0:01:16	00:01:24	82																			
BASELINE	static	0	  0:01:17	00:03:03	91		BASELINE	static	0	  0:01:17	00:01:25	82																			
BASELINE	static	0	  0:01:18	00:03:04	91		BASELINE	static	0	  0:01:18	00:01:26	83																			
BASELINE	static	0	  0:01:19	00:03:05	92		BASELINE	static	0	  0:01:19	00:01:27	83																			
BASELINE	static	0	  0:01:20	00:03:06	93		BASELINE	static	0	  0:01:20	00:01:28	83																			
BASELINE	static	0	  0:01:21	00:03:07	93		BASELINE	static	0	  0:01:21	00:01:29	82																			
BASELINE	static	0	  0:01:22	00:03:08	95		BASELINE	static	0	  0:01:22	00:01:30	82																			
BASELINE	static	0	  0:01:23	00:03:09	95		BASELINE	static	0	  0:01:23	00:01:31	83																			
BASELINE	static	0	  0:01:24	00:03:10	95		BASELINE	static	0	  0:01:24	00:01:32	85																			
BASELINE	static	0	  0:01:25	00:03:11	94		BASELINE	static	0	  0:01:25	00:01:33	86																			
BASELINE	static	0	  0:01:26	00:03:12	92		BASELINE	static	0	  0:01:26	00:01:34	90																			
BASELINE	static	0	  0:01:27	00:03:13	92		BASELINE	static	0	  0:01:27	00:01:35	90																			
BASELINE	static	0	  0:01:28	00:03:14	92		BASELINE	static	0	  0:01:28	00:01:36	90																			
BASELINE	static	0	  0:01:29	00:03:15	93		BASELINE	static	0	  0:01:29	00:01:37	91																			
BASELINE	static	0	  0:01:30	00:03:16	93		BASELINE	static	0	  0:01:30	00:01:38	91																			
BASELINE	static	0	  0:01:31	00:03:17	94		BASELINE	static	0	  0:01:31	00:01:39	91																			
BASELINE	static	0	  0:01:32	00:03:18	94		BASELINE	static	0	  0:01:32	00:01:40	90																			
BASELINE	static	0	  0:01:33	00:03:19	93		BASELINE	static	0	  0:01:33	00:01:41	91																			
BASELINE	static	0	  0:01:34	00:03:20	91		BASELINE	static	0	  0:01:34	00:01:42	92																			
BASELINE	static	0	  0:01:35	00:03:21	91		BASELINE	static	0	  0:01:35	00:01:43	93																			
BASELINE	static	0	  0:01:36	00:03:22	89		BASELINE	static	0	  0:01:36	00:01:44	95																			
BASELINE	static	0	  0:01:37	00:03:23	89		BASELINE	static	0	  0:01:37	00:01:45	95																			
BASELINE	static	0	  0:01:38	00:03:24	90		BASELINE	static	0	  0:01:38	00:01:46	94																			
BASELINE	static	0	  0:01:39	00:03:25	90		BASELINE	static	0	  0:01:39	00:01:47	93																			
BASELINE	static	0	  0:01:40	00:03:26	91		BASELINE	static	0	  0:01:40	00:01:48	89																			
BASELINE	static	0	  0:01:41	00:03:27	91		BASELINE	static	0	  0:01:41	00:01:49	88																			
BASELINE	static	0	  0:01:42	00:03:28	91		BASELINE	static	0	  0:01:42	00:01:50	88																			
BASELINE	static	0	  0:01:43	00:03:29	90		BASELINE	static	0	  0:01:43	00:01:51	88																			
BASELINE	static	0	  0:01:44	00:03:30	90		BASELINE	static	0	  0:01:44	00:01:52	89																			
BASELINE	static	0	  0:01:45	00:03:31	91		BASELINE	static	0	  0:01:45	00:01:53	90																			
BASELINE	static	0	  0:01:46	00:03:32	92		BASELINE	static	0	  0:01:46	00:01:54	90																			
BASELINE	static	0	  0:01:47	00:03:33	92		BASELINE	static	0	  0:01:47	00:01:55	89																			
BASELINE	static	0	  0:01:48	00:03:34	91		BASELINE	static	0	  0:01:48	00:01:56	89																			
BASELINE	static	0	  0:01:49	00:03:35	91		BASELINE	static	0	  0:01:49	00:01:57	89																			
BASELINE	static	0	  0:01:50	00:03:36	90		BASELINE	static	0	  0:01:50	00:01:58	89																			
BASELINE	static	0	  0:01:51	00:03:37	88		BASELINE	static	0	  0:01:51	00:01:59	88																			
BASELINE	static	0	  0:01:52	00:03:38	88		BASELINE	static	0	  0:01:52	00:02:00	88																			
BASELINE	static	0	  0:01:53	00:03:39	88		BASELINE	static	0	  0:01:53	00:02:01	88																			
BASELINE	static	0	  0:01:54	00:03:40	89		BASELINE	static	0	  0:01:54	00:02:02	90																			
BASELINE	static	0	  0:01:55	00:03:41	89		BASELINE	static	0	  0:01:55	00:02:03	90																			
BASELINE	static	0	  0:01:56	00:03:42	89		BASELINE	static	0	  0:01:56	00:02:04	90																			
BASELINE	static	0	  0:01:57	00:03:43	90		BASELINE	static	0	  0:01:57	00:02:05	92																			
BASELINE	static	0	  0:01:58	00:03:44	90		BASELINE	static	0	  0:01:58	00:02:06	93																			
BASELINE	static	0	  0:01:59	00:03:45	90		BASELINE	static	0	  0:01:59	00:02:07	93																			
BASELINE	static	0	  0:02:00	00:03:46	90		BASELINE	static	0	  0:02:00	00:02:08	92																			
BASELINE	static	0	  0:02:01	00:03:47	89		BASELINE	static	0	  0:02:01	00:02:09	90																			
BASELINE	static	0	  0:02:02	00:03:48	86		BASELINE	static	0	  0:02:02	00:02:10	90																			
BASELINE	static	0	  0:02:03	00:03:49	86		BASELINE	static	0	  0:02:03	00:02:11	91																			
BASELINE	static	0	  0:02:04	00:03:50	85		BASELINE	static	0	  0:02:04	00:02:12	93																			
BASELINE	static	0	  0:02:05	00:03:51	85		BASELINE	static	0	  0:02:05	00:02:13	94																			
BASELINE	static	0	  0:02:06	00:03:52	86		BASELINE	static	0	  0:02:06	00:02:14	95																			
BASELINE	static	0	  0:02:07	00:03:53	86		BASELINE	static	0	  0:02:07	00:02:15	93																			
BASELINE	static	0	  0:02:08	00:03:54	86		BASELINE	static	0	  0:02:08	00:02:16	92																			
BASELINE	static	0	  0:02:09	00:03:55	86		BASELINE	static	0	  0:02:09	00:02:17	91																			
BASELINE	static	0	  0:02:10	00:03:56	87		BASELINE	static	0	  0:02:10	00:02:18	92																			
BASELINE	static	0	  0:02:11	00:03:57	87		BASELINE	static	0	  0:02:11	00:02:19	93																			
BASELINE	static	0	  0:02:12	00:03:58	88		BASELINE	static	0	  0:02:12	00:02:20	93																			
BASELINE	static	0	  0:02:13	00:03:59	88		BASELINE	static	0	  0:02:13	00:02:21	93																			
BASELINE	static	0	  0:02:14	00:04:00	89		BASELINE	static	0	  0:02:14	00:02:22	93																			
BASELINE	static	0	  0:02:15	00:04:01	89		BASELINE	static	0	  0:02:15	00:02:23	92																			
BASELINE	static	0	  0:02:16	00:04:02	89		BASELINE	static	0	  0:02:16	00:02:24	92																			
BASELINE	static	0	  0:02:17	00:04:03	89		BASELINE	static	0	  0:02:17	00:02:25	92																			
BASELINE	static	0	  0:02:18	00:04:04	89		BASELINE	static	0	  0:02:18	00:02:26	91																			
BASELINE	static	0	  0:02:19	00:04:05	90		BASELINE	static	0	  0:02:19	00:02:27	91																			
BASELINE	static	0	  0:02:20	00:04:06	90		BASELINE	static	0	  0:02:20	00:02:28	90																			
BASELINE	static	0	  0:02:21	00:04:07	90		BASELINE	static	0	  0:02:21	00:02:29	90																			
BASELINE	static	0	  0:02:22	00:04:08	91		BASELINE	static	0	  0:02:22	00:02:30	88																			
BASELINE	static	0	  0:02:23	00:04:09	91		BASELINE	static	0	  0:02:23	00:02:31	87																			
BASELINE	static	0	  0:02:24	00:04:10	91		BASELINE	static	0	  0:02:24	00:02:32	87																			
BASELINE	static	0	  0:02:25	00:04:11	91		BASELINE	static	0	  0:02:25	00:02:33	87																			
BASELINE	static	0	  0:02:26	00:04:12	91		BASELINE	static	0	  0:02:26	00:02:34	87																			
BASELINE	static	0	  0:02:27	00:04:13	90		BASELINE	static	0	  0:02:27	00:02:35	87																			
BASELINE	static	0	  0:02:28	00:04:14	90		BASELINE	static	0	  0:02:28	00:02:36	87																			
BASELINE	static	0	  0:02:29	00:04:15	90		BASELINE	static	0	  0:02:29	00:02:37	87																			
BASELINE	static	0	  0:02:30	00:04:16	90		BASELINE	static	0	  0:02:30	00:02:38	86																			
BASELINE	static	0	  0:02:31	00:04:17	90		BASELINE	static	0	  0:02:31	00:02:39	86																			
BASELINE	static	0	  0:02:32	00:04:18	90		BASELINE	static	0	  0:02:32	00:02:40	85																			
BASELINE	static	0	  0:02:33	00:04:19	91		BASELINE	static	0	  0:02:33	00:02:41	85																			
BASELINE	static	0	  0:02:34	00:04:20	91		BASELINE	static	0	  0:02:34	00:02:42	84																			
BASELINE	static	0	  0:02:35	00:04:21	91		BASELINE	static	0	  0:02:35	00:02:43	84																			
BASELINE	static	0	  0:02:36	00:04:22	91		BASELINE	static	0	  0:02:36	00:02:44	83																			
BASELINE	static	0	  0:02:37	00:04:23	91		BASELINE	static	0	  0:02:37	00:02:45	83																			
BASELINE	static	0	  0:02:38	00:04:24	91		BASELINE	static	0	  0:02:38	00:02:46	83																			
BASELINE	static	0	  0:02:39	00:04:25	92		BASELINE	static	0	  0:02:39	00:02:47	83																			
BASELINE	static	0	  0:02:40	00:04:26	92		BASELINE	static	0	  0:02:40	00:02:48	83																			
BASELINE	static	0	  0:02:41	00:04:27	93		BASELINE	static	0	  0:02:41	00:02:49	83																			
BASELINE	static	0	  0:02:42	00:04:28	94		BASELINE	static	0	  0:02:42	00:02:50	83																			
BASELINE	static	0	  0:02:43	00:04:29	94		BASELINE	static	0	  0:02:43	00:02:51	83																			
BASELINE	static	0	  0:02:44	00:04:30	95		BASELINE	static	0	  0:02:44	00:02:52	83																			
BASELINE	static	0	  0:02:45	00:04:31	95		BASELINE	static	0	  0:02:45	00:02:53	83																			
BASELINE	static	0	  0:02:46	00:04:32	96		BASELINE	static	0	  0:02:46	00:02:54	83																			
BASELINE	static	0	  0:02:47	00:04:33	96		BASELINE	static	0	  0:02:47	00:02:55	83																			
BASELINE	static	0	  0:02:48	00:04:34	98		BASELINE	static	0	  0:02:48	00:02:56	84																			
BASELINE	static	0	  0:02:49	00:04:35	98		BASELINE	static	0	  0:02:49	00:02:57	85																			
BASELINE	static	0	  0:02:50	00:04:36	99		BASELINE	static	0	  0:02:50	00:02:58	85																			
BASELINE	static	0	  0:02:51	00:04:37	100		BASELINE	static	0	  0:02:51	00:02:59	85																			
BASELINE	static	0	  0:02:52	00:04:38	100		BASELINE	static	0	  0:02:52	00:03:00	85																			
BASELINE	static	0	  0:02:53	00:04:39	101		BASELINE	static	0	  0:02:53	00:03:01	85																			
BASELINE	static	0	  0:02:54	00:04:40	101		BASELINE	static	0	  0:02:54	00:03:02	85																			
BASELINE	static	0	  0:02:55	00:04:41	102		BASELINE	static	0	  0:02:55	00:03:03	85																			
BASELINE	static	0	  0:02:56	00:04:42	102		BASELINE	static	0	  0:02:56	00:03:04	85																			
BASELINE	static	0	  0:02:57	00:04:43	102		BASELINE	static	0	  0:02:57	00:03:05	87																			
BASELINE	static	0	  0:02:58	00:04:44	102		BASELINE	static	0	  0:02:58	00:03:06	87																			
BASELINE	static	0	  0:02:59	00:04:45	102		BASELINE	static	0	  0:02:59	00:03:07	87																			
BASELINE	static	0	  0:03:00				BASELINE	static	0	  0:03:00																					
BASELINE	static	0	  0:03:01				BASELINE	static	0	  0:03:01																					
BASELINE	static	0	  0:03:02				BASELINE	static	0	  0:03:02																					
BASELINE	static	0	  0:03:03				BASELINE	static	0	  0:03:03																					
BASELINE	static	0	  0:03:04				BASELINE	static	0	  0:03:04																					
BASELINE	static	0	  0:03:05				BASELINE	static	0	  0:03:05																					
BASELINE	static	0	  0:03:06				BASELINE	static	0	  0:03:06																					
BASELINE	static	0	  0:03:07				BASELINE	static	0	  0:03:07																					
BASELINE	static	0	  0:03:08				BASELINE	static	0	  0:03:08																					
BASELINE	static	0	  0:03:09				BASELINE	static	0	  0:03:09																					
BASELINE	static	0	  0:03:10				BASELINE	static	0	  0:03:10																					
BASELINE	static	0	  0:03:11				BASELINE	static	0	  0:03:11																					
BASELINE	static	0	  0:03:12				BASELINE	static	0	  0:03:12																					
BASELINE	static	0	  0:03:13				BASELINE	static	0	  0:03:13																					
BASELINE	static	0	  0:03:14				BASELINE	static	0	  0:03:14																					
BASELINE	static	0	  0:03:15				BASELINE	static	0	  0:03:15																					
BASELINE	static	0	  0:03:16				BASELINE	static	0	  0:03:16																					
BASELINE	static	0	  0:03:17				BASELINE	static	0	  0:03:17																					
BASELINE	static	0	  0:03:18				BASELINE	static	0	  0:03:18																					
BASELINE	static	0	  0:03:19				BASELINE	static	0	  0:03:19																					
BASELINE	static	0	  0:03:20				BASELINE	static	0	  0:03:20																					
BASELINE	static	0	  0:03:21				BASELINE	static	0	  0:03:21																					
BASELINE	static	0	  0:03:22				BASELINE	static	0	  0:03:22																					
BASELINE	static	0	  0:03:23				BASELINE	static	0	  0:03:23																					
BASELINE	static	0	  0:03:24				BASELINE	static	0	  0:03:24																					
BASELINE	static	0	  0:03:25				BASELINE	static	0	  0:03:25																					
BASELINE	static	0	  0:03:26				BASELINE	static	0	  0:03:26																					
BASELINE	static	0	  0:03:27				BASELINE	static	0	  0:03:27																					
BASELINE	static	0	  0:03:28				BASELINE	static	0	  0:03:28																					
BASELINE	static	0	  0:03:29				BASELINE	static	0	  0:03:29																					
BASELINE	static	0	  0:03:30				BASELINE	static	0	  0:03:30																					
BASELINE	static	0	  0:03:31				BASELINE	static	0	  0:03:31																					
BASELINE	static	0	  0:03:32				BASELINE	static	0	  0:03:32																					
BASELINE	static	0	  0:03:33				BASELINE	static	0	  0:03:33																					
BASELINE	static	0	  0:03:34				BASELINE	static	0	  0:03:34																					
BASELINE	static	0	  0:03:35				BASELINE	static	0	  0:03:35																					
BASELINE	static	0	  0:03:36				BASELINE	static	0	  0:03:36																					
BASELINE	static	0	  0:03:37				BASELINE	static	0	  0:03:37																					
BASELINE	static	0	  0:03:38				BASELINE	static	0	  0:03:38																					
BASELINE	static	0	  0:03:39				BASELINE	static	0	  0:03:39																					
BASELINE	static	0	  0:03:40				BASELINE	static	0	  0:03:40																					
BASELINE	static	0	  0:03:41				BASELINE	static	0	  0:03:41																					
BASELINE	static	0	  0:03:42				BASELINE	static	0	  0:03:42																					
BASELINE	static	0	  0:03:43				BASELINE	static	0	  0:03:43																					
BASELINE	static	0	  0:03:44				BASELINE	static	0	  0:03:44																					
BASELINE	static	0	  0:03:45				BASELINE	static	0	  0:03:45																					
BASELINE	static	0	  0:03:46				BASELINE	static	0	  0:03:46																					
BASELINE	static	0	  0:03:47				BASELINE	static	0	  0:03:47																					
BASELINE	static	0	  0:03:48				BASELINE	static	0	  0:03:48																					
BASELINE	static	0	  0:03:49				BASELINE	static	0	  0:03:49																					
BASELINE	static	0	  0:03:50				BASELINE	static	0	  0:03:50																					
BASELINE	static	0	  0:03:51				BASELINE	static	0	  0:03:51																					
BASELINE	static	0	  0:03:52				BASELINE	static	0	  0:03:52																					
