1PP							3PP																										
PHASE		cycle	EXP TIME	video time	HR		PHASE		cycle	EXP TIME	video time	HR																					
BASELINE	static	0	  0:01:07	  0:01:12	68		BASELINE	static	0	  0:01:07	00:01:17	87																					
BASELINE	static	0	  0:01:08	  0:01:13	69		BASELINE	static	0	  0:01:08	00:01:18	86																					
BASELINE	static	0	  0:01:09	  0:01:14	69		BASELINE	static	0	  0:01:09	00:01:19	86																					
BASELINE	static	0	  0:01:10	  0:01:15	68		BASELINE	static	0	  0:01:10	00:01:20	87																					
BASELINE	static	0	  0:01:11	  0:01:16	68		BASELINE	static	0	  0:01:11	00:01:21	87																					
BASELINE	static	0	  0:01:12	  0:01:17	69		BASELINE	static	0	  0:01:12	00:01:22	88																					
BASELINE	static	0	  0:01:13	  0:01:18	69		BASELINE	static	0	  0:01:13	00:01:23	88																					
BASELINE	static	0	  0:01:14	  0:01:19	69		BASELINE	static	0	  0:01:14	00:01:24	88																					
BASELINE	static	0	  0:01:15	  0:01:20	69		BASELINE	static	0	  0:01:15	00:01:25	88																					
BASELINE	static	0	  0:01:16	  0:01:21	68		BASELINE	static	0	  0:01:16	00:01:26	88																					
BASELINE	static	0	  0:01:17	  0:01:22	67		BASELINE	static	0	  0:01:17	00:01:27	90																					
BASELINE	static	0	  0:01:18	  0:01:23	66		BASELINE	static	0	  0:01:18	00:01:28	92																					
BASELINE	static	0	  0:01:19	  0:01:24	66		BASELINE	static	0	  0:01:19	00:01:29	92																					
BASELINE	static	0	  0:01:20	  0:01:25	66		BASELINE	static	0	  0:01:20	00:01:30	92																					
BASELINE	static	0	  0:01:21	  0:01:26	65		BASELINE	static	0	  0:01:21	00:01:31	93																					
BASELINE	static	0	  0:01:22	  0:01:27	65		BASELINE	static	0	  0:01:22	00:01:32	93																					
BASELINE	static	0	  0:01:23	  0:01:28	64		BASELINE	static	0	  0:01:23	00:01:33	93																					
BASELINE	static	0	  0:01:24	  0:01:29	64		BASELINE	static	0	  0:01:24	00:01:34	92																					
BASELINE	static	0	  0:01:25	  0:01:30	64		BASELINE	static	0	  0:01:25	00:01:35	92																					
BASELINE	static	0	  0:01:26	  0:01:31	64		BASELINE	static	0	  0:01:26	00:01:36	91																					
BASELINE	static	0	  0:01:27	  0:01:32	64		BASELINE	static	0	  0:01:27	00:01:37	89																					
BASELINE	static	0	  0:01:28	  0:01:33	64		BASELINE	static	0	  0:01:28	00:01:38	89																					
BASELINE	static	0	  0:01:29	  0:01:34	64		BASELINE	static	0	  0:01:29	00:01:39	88																					
BASELINE	static	0	  0:01:30	  0:01:35	64		BASELINE	static	0	  0:01:30	00:01:40	88																					
BASELINE	static	0	  0:01:31	  0:01:36	65		BASELINE	static	0	  0:01:31	00:01:41	89																					
BASELINE	static	0	  0:01:32	  0:01:37	65		BASELINE	static	0	  0:01:32	00:01:42	89																					
BASELINE	static	0	  0:01:33	  0:01:38	66		BASELINE	static	0	  0:01:33	00:01:43	89																					
BASELINE	static	0	  0:01:34	  0:01:39	67		BASELINE	static	0	  0:01:34	00:01:44	88																					
BASELINE	static	0	  0:01:35	  0:01:40	67		BASELINE	static	0	  0:01:35	00:01:45	88																					
BASELINE	static	0	  0:01:36	  0:01:41	67		BASELINE	static	0	  0:01:36	00:01:46	87																					
BASELINE	static	0	  0:01:37	  0:01:42	67		BASELINE	static	0	  0:01:37	00:01:47	86																					
BASELINE	static	0	  0:01:38	  0:01:43	67		BASELINE	static	0	  0:01:38	00:01:48	86																					
BASELINE	static	0	  0:01:39	  0:01:44	67		BASELINE	static	0	  0:01:39	00:01:49	86																					
BASELINE	static	0	  0:01:40	  0:01:45	67		BASELINE	static	0	  0:01:40	00:01:50	87																					
BASELINE	static	0	  0:01:41	  0:01:46	68		BASELINE	static	0	  0:01:41	00:01:51	87																					
BASELINE	static	0	  0:01:42	  0:01:47	68		BASELINE	static	0	  0:01:42	00:01:52	88																					
BASELINE	static	0	  0:01:43	  0:01:48	69		BASELINE	static	0	  0:01:43	00:01:53	91																					
BASELINE	static	0	  0:01:44	  0:01:49	68		BASELINE	static	0	  0:01:44	00:01:54	91																					
BASELINE	static	0	  0:01:45	  0:01:50	68		BASELINE	static	0	  0:01:45	00:01:55	92																					
BASELINE	static	0	  0:01:46	  0:01:51	67		BASELINE	static	0	  0:01:46	00:01:56	90																					
BASELINE	static	0	  0:01:47	  0:01:52	67		BASELINE	static	0	  0:01:47	00:01:57	90																					
BASELINE	static	0	  0:01:48	  0:01:53	66		BASELINE	static	0	  0:01:48	00:01:58	89																					
BASELINE	static	0	  0:01:49	  0:01:54	66		BASELINE	static	0	  0:01:49	00:01:59	88																					
BASELINE	static	0	  0:01:50	  0:01:55	65		BASELINE	static	0	  0:01:50	00:02:00	88																					
BASELINE	static	0	  0:01:51	  0:01:56	66		BASELINE	static	0	  0:01:51	00:02:01	87																					
BASELINE	static	0	  0:01:52	  0:01:57	66		BASELINE	static	0	  0:01:52	00:02:02	87																					
BASELINE	static	0	  0:01:53	  0:01:58	67		BASELINE	static	0	  0:01:53	00:02:03	87																					
BASELINE	static	0	  0:01:54	  0:01:59	67		BASELINE	static	0	  0:01:54	00:02:04	87																					
BASELINE	static	0	  0:01:55	  0:02:00	67		BASELINE	static	0	  0:01:55	00:02:05	86																					
BASELINE	static	0	  0:01:56	  0:02:01	67		BASELINE	static	0	  0:01:56	00:02:06	85																					
BASELINE	static	0	  0:01:57	  0:02:02	68		BASELINE	static	0	  0:01:57	00:02:07	85																					
BASELINE	static	0	  0:01:58	  0:02:03	68		BASELINE	static	0	  0:01:58	00:02:08	85																					
BASELINE	static	0	  0:01:59	  0:02:04	67		BASELINE	static	0	  0:01:59	00:02:09	84																					
BASELINE	static	0	  0:02:00	  0:02:05	67		BASELINE	static	0	  0:02:00	00:02:10	83																					
BASELINE	static	0	  0:02:01	  0:02:06	67		BASELINE	static	0	  0:02:01	00:02:11	83																					
BASELINE	static	0	  0:02:02	  0:02:07	57		BASELINE	static	0	  0:02:02	00:02:12	83																					
BASELINE	static	0	  0:02:03	  0:02:08	67		BASELINE	static	0	  0:02:03	00:02:13	83																					
BASELINE	static	0	  0:02:04	  0:02:09	68		BASELINE	static	0	  0:02:04	00:02:14	83																					
BASELINE	static	0	  0:02:05	  0:02:10	68		BASELINE	static	0	  0:02:05	00:02:15	83																					
BASELINE	static	0	  0:02:06	  0:02:11	68		BASELINE	static	0	  0:02:06	00:02:16	83																					
BASELINE	static	0	  0:02:07	  0:02:12	69		BASELINE	static	0	  0:02:07	00:02:17	83																					
BASELINE	static	0	  0:02:08	  0:02:13	69		BASELINE	static	0	  0:02:08	00:02:18	84																					
BASELINE	static	0	  0:02:09	  0:02:14	69		BASELINE	static	0	  0:02:09	00:02:19	84																					
BASELINE	static	0	  0:02:10	  0:02:15	69		BASELINE	static	0	  0:02:10	00:02:20	84																					
BASELINE	static	0	  0:02:11	  0:02:16	68		BASELINE	static	0	  0:02:11	00:02:21	83																					
BASELINE	static	0	  0:02:12	  0:02:17	68		BASELINE	static	0	  0:02:12	00:02:22	83																					
BASELINE	static	0	  0:02:13	  0:02:18	67		BASELINE	static	0	  0:02:13	00:02:23	83																					
BASELINE	static	0	  0:02:14	  0:02:19	67		BASELINE	static	0	  0:02:14	00:02:24	83																					
BASELINE	static	0	  0:02:15	  0:02:20	67		BASELINE	static	0	  0:02:15	00:02:25	83																					
BASELINE	static	0	  0:02:16	  0:02:21	68		BASELINE	static	0	  0:02:16	00:02:26	84																					
BASELINE	static	0	  0:02:17	  0:02:22	68		BASELINE	static	0	  0:02:17	00:02:27	84																					
BASELINE	static	0	  0:02:18	  0:02:23	68		BASELINE	static	0	  0:02:18	00:02:28	84																					
BASELINE	static	0	  0:02:19	  0:02:24	69		BASELINE	static	0	  0:02:19	00:02:29	84																					
BASELINE	static	0	  0:02:20	  0:02:25	69		BASELINE	static	0	  0:02:20	00:02:30	84																					
BASELINE	static	0	  0:02:21	  0:02:26	70		BASELINE	static	0	  0:02:21	00:02:31	85																					
BASELINE	static	0	  0:02:22	  0:02:27	69		BASELINE	static	0	  0:02:22	00:02:32	85																					
BASELINE	static	0	  0:02:23	  0:02:28	68		BASELINE	static	0	  0:02:23	00:02:33	85																					
BASELINE	static	0	  0:02:24	  0:02:29	68		BASELINE	static	0	  0:02:24	00:02:34	85																					
BASELINE	static	0	  0:02:25	  0:02:30	67		BASELINE	static	0	  0:02:25	00:02:35	84																					
BASELINE	static	0	  0:02:26	  0:02:31	67		BASELINE	static	0	  0:02:26	00:02:36	84																					
BASELINE	static	0	  0:02:27	  0:02:32	67		BASELINE	static	0	  0:02:27	00:02:37	84																					
BASELINE	static	0	  0:02:28	  0:02:33	68		BASELINE	static	0	  0:02:28	00:02:38	84																					
BASELINE	static	0	  0:02:29	  0:02:34	68		BASELINE	static	0	  0:02:29	00:02:39	84																					
BASELINE	static	0	  0:02:30	  0:02:35	69		BASELINE	static	0	  0:02:30	00:02:40	84																					
BASELINE	static	0	  0:02:31	  0:02:36	69		BASELINE	static	0	  0:02:31	00:02:41	85																					
BASELINE	static	0	  0:02:32	  0:02:37	69		BASELINE	static	0	  0:02:32	00:02:42	85																					
BASELINE	static	0	  0:02:33	  0:02:38	69		BASELINE	static	0	  0:02:33	00:02:43	85																					
BASELINE	static	0	  0:02:34	  0:02:39	68		BASELINE	static	0	  0:02:34	00:02:44	86																					
BASELINE	static	0	  0:02:35	  0:02:40	67		BASELINE	static	0	  0:02:35	00:02:45	86																					
BASELINE	static	0	  0:02:36	  0:02:41	67		BASELINE	static	0	  0:02:36	00:02:46	86																					
BASELINE	static	0	  0:02:37	  0:02:42	67		BASELINE	static	0	  0:02:37	00:02:47	86																					
BASELINE	static	0	  0:02:38	  0:02:43	66		BASELINE	static	0	  0:02:38	00:02:48	86																					
BASELINE	static	0	  0:02:39	  0:02:44	66		BASELINE	static	0	  0:02:39	00:02:49	85																					
BASELINE	static	0	  0:02:40	  0:02:45	67		BASELINE	static	0	  0:02:40	00:02:50	85																					
BASELINE	static	0	  0:02:41	  0:02:46	67		BASELINE	static	0	  0:02:41	00:02:51	85																					
BASELINE	static	0	  0:02:42	  0:02:47	68		BASELINE	static	0	  0:02:42	00:02:52	85																					
BASELINE	static	0	  0:02:43	  0:02:48	68		BASELINE	static	0	  0:02:43	00:02:53	85																					
BASELINE	static	0	  0:02:44	  0:02:49	69		BASELINE	static	0	  0:02:44	00:02:54	85																					
BASELINE	static	0	  0:02:45	  0:02:50	68		BASELINE	static	0	  0:02:45	00:02:55	85																					
BASELINE	static	0	  0:02:46	  0:02:51	68		BASELINE	static	0	  0:02:46	00:02:56	85																					
BASELINE	static	0	  0:02:47	  0:02:52	67		BASELINE	static	0	  0:02:47	00:02:57	85																					
BASELINE	static	0	  0:02:48	  0:02:53	67		BASELINE	static	0	  0:02:48	00:02:58	85																					
BASELINE	static	0	  0:02:49	  0:02:54	66		BASELINE	static	0	  0:02:49	00:02:59	85																					
BASELINE	static	0	  0:02:50	  0:02:55	65		BASELINE	static	0	  0:02:50	00:03:00	85																					
BASELINE	static	0	  0:02:51	  0:02:56	65		BASELINE	static	0	  0:02:51	00:03:01	85																					
BASELINE	static	0	  0:02:52	  0:02:57	65		BASELINE	static	0	  0:02:52	00:03:02	85																					
BASELINE	static	0	  0:02:53	  0:02:58	65		BASELINE	static	0	  0:02:53	00:03:03	85																					
BASELINE	static	0	  0:02:54	  0:02:59	65		BASELINE	static	0	  0:02:54	00:03:04	85																					
BASELINE	static	0	  0:02:55	  0:03:00	66		BASELINE	static	0	  0:02:55	00:03:05	85																					
BASELINE	static	0	  0:02:56	  0:03:01	65		BASELINE	static	0	  0:02:56	00:03:06	86																					
BASELINE	static	0	  0:02:57	  0:03:02	65		BASELINE	static	0	  0:02:57	00:03:07	86																					
BASELINE	static	0	  0:02:58	  0:03:03	65		BASELINE	static	0	  0:02:58	00:03:08	86																					
BASELINE	static	0	  0:02:59	  0:03:04	65		BASELINE	static	0	  0:02:59	00:03:09	86																					
		0		  0:03:05	65				0																								
		0		  0:03:06	65				0																								
		0		  0:03:07	65				0																								
		0		  0:03:08	65				0																								
		0		  0:03:09	65				0																								
		0		  0:03:10	65				0																								
		0		  0:03:11	65				0																								
		0		  0:03:12	65				0																								
		0		  0:03:13	65				0																								
		0		  0:03:14	65				0																								
		0		  0:03:15	65				0																								
		0		  0:03:16	65				0																								
		0		  0:03:17	65				0																								
		0		  0:03:18	65				0																								
		0		  0:03:19	65				0																								
		0		  0:03:20	65				0																								
		0		  0:03:21	65				0																								
		0		  0:03:22	65				0																								
		0		  0:03:23	65				0																								
		0		  0:03:24	65				0																								
		0		  0:03:25	65				0																								
		0		  0:03:26	64				0																								
		0		  0:03:27	64				0																								
		0		  0:03:28	64				0																								
		0		  0:03:29	64				0																								
		0		  0:03:30	63				0																								
		0		  0:03:31	64				0																								
		0		  0:03:32	64				0																								
		0		  0:03:33	64				0																								
		0		  0:03:34	64				0																								
		0		  0:03:35	65				0																								
		0		  0:03:36	66				0																								
		0		  0:03:37	66				0																								
		0		  0:03:38	66				0																								
		0		  0:03:39	66				0																								
		0		  0:03:40	66				0																								
		0		  0:03:41	66				0																								
		0		  0:03:42	65				0																								
		0		  0:03:43	65				0																								
		0		  0:03:44	64				0																								
		0		  0:03:45	65				0																								
		0		  0:03:46	66				0																								
		0		  0:03:47	66				0																								
		0		  0:03:48	66				0																								
		0		  0:03:49	67				0																								
		0		  0:03:50	67				0																								
		0		  0:03:51	68				0																								
		0		  0:03:52	68				0																								
		0		  0:03:53	68				0																								
		0		  0:03:54	67				0																								
		0		  0:03:55	67				0																								
		0		  0:03:56	66				0																								
		0		  0:03:57	66				0																								
		0		  0:03:58	66				0																								
		0		  0:03:59	65				0																								
		0		  0:04:00	65				0																								
		0							0																								
		0							0																								
		0							0																								
		0							0																								
		0							0																								
		0							0																								
		0							0		00:03:42	91																					
		0							0		00:03:43	91																					
		0							0		00:03:44	91																					
		0							0		00:03:45	90																					
		0							0		00:03:46	90																					
											00:03:47	90																					
		1							1		00:03:48	90																					
EXP	run	1	  0:00:00	  0:05:08	65		EXP	run	1	  0:00:00	00:03:49	90																					
EXP	run	1	  0:00:01	  0:05:09	65		EXP	run	1	  0:00:01	00:03:50	90																					
EXP	run	1	  0:00:02	  0:05:10	66		EXP	run	1	  0:00:02	00:03:51	89																					
EXP	run	1	  0:00:03	  0:05:11	66		EXP	run	1	  0:00:03	00:03:52	89																					
EXP	run	1	  0:00:04	  0:05:12	66		EXP	run	1	  0:00:04	00:03:53	89																					
EXP	run	1	  0:00:05	  0:05:13	67		EXP	run	1	  0:00:05	00:03:54	89																					
EXP	run	1	  0:00:06	  0:05:14	67		EXP	run	1	  0:00:06	00:03:55	89																					
EXP	run	1	  0:00:07	  0:05:15	67		EXP	run	1	  0:00:07	00:03:56	88																					
EXP	run	1	  0:00:08	  0:05:16	67		EXP	run	1	  0:00:08	00:03:57	87																					
EXP	run	1	  0:00:09	  0:05:17	66		EXP	run	1	  0:00:09	00:03:58	87																					
EXP	run	1	  0:00:10	  0:05:18	66		EXP	run	1	  0:00:10	00:03:59	86																					
EXP	run	1	  0:00:11	  0:05:19	66		EXP	run	1	  0:00:11	00:04:00	86																					
EXP	run	1	  0:00:12	  0:05:20	66		EXP	run	1	  0:00:12	00:04:01	86																					
EXP	run	1	  0:00:13	  0:05:21	67		EXP	run	1	  0:00:13	00:04:02	86																					
EXP	run	1	  0:00:14	  0:05:22	67		EXP	run	1	  0:00:14	00:04:03	86																					
EXP	run	1	  0:00:15	  0:05:23	68		EXP	run	1	  0:00:15	00:04:04	86																					
EXP	run	1	  0:00:16	  0:05:24	68		EXP	run	1	  0:00:16	00:04:05	86																					
EXP	run	1	  0:00:17	  0:05:25	68		EXP	run	1	  0:00:17	00:04:06	86																					
EXP	run	1	  0:00:18	  0:05:26	67		EXP	run	1	  0:00:18	00:04:07	85																					
EXP	run	1	  0:00:19	  0:05:27	67		EXP	run	1	  0:00:19	00:04:08	85																					
EXP	run	1	  0:00:20	  0:05:28	67		EXP	run	1	  0:00:20	00:04:09	85																					
EXP	run	1	  0:00:21	  0:05:29	67		EXP	run	1	  0:00:21	00:04:10	85																					
EXP	run	1	  0:00:22	  0:05:30	67		EXP	run	1	  0:00:22	00:04:11	85																					
EXP	run	1	  0:00:23	  0:05:31	66		EXP	run	1	  0:00:23	00:04:12	85																					
EXP	run	1	  0:00:24	  0:05:32	65		EXP	run	1	  0:00:24	00:04:13	85																					
EXP	run	1	  0:00:25	  0:05:33	65		EXP	run	1	  0:00:25	00:04:14	85																					
EXP	run	1	  0:00:26	  0:05:34	65		EXP	run	1	  0:00:26	00:04:15	85																					
EXP	run	1	  0:00:27	  0:05:35	65		EXP	run	1	  0:00:27	00:04:16	86																					
EXP	run	1	  0:00:28	  0:05:36	65		EXP	run	1	  0:00:28	00:04:17	86																					
EXP	run	2	  0:00:29	  0:05:37	65		EXP	run	2	  0:00:29	00:04:18	86																					
EXP	walk	2	  0:00:30	  0:05:38	65		EXP	walk	2	  0:00:30	00:04:19	86																					
EXP	walk	2	  0:00:31	  0:05:39	65		EXP	walk	2	  0:00:31	00:04:20	87																					
EXP	walk	2	  0:00:32	  0:05:40	66		EXP	walk	2	  0:00:32	00:04:21	86																					
EXP	walk	2	  0:00:33	  0:05:41	67		EXP	walk	2	  0:00:33	00:04:22	86																					
EXP	walk	2	  0:00:34	  0:05:42	66		EXP	walk	2	  0:00:34	00:04:23	86																					
EXP	walk	2	  0:00:35	  0:05:43	67		EXP	walk	2	  0:00:35	00:04:24	85																					
EXP	walk	2	  0:00:36	  0:05:44	67		EXP	walk	2	  0:00:36	00:04:25	85																					
EXP	walk	2	  0:00:37	  0:05:45	66		EXP	walk	2	  0:00:37	00:04:26	85																					
EXP	walk	2	  0:00:38	  0:05:46	66		EXP	walk	2	  0:00:38	00:04:27	85																					
EXP	walk	2	  0:00:39	  0:05:47	66		EXP	walk	2	  0:00:39	00:04:28	85																					
EXP	walk	2	  0:00:40	  0:05:48	66		EXP	walk	2	  0:00:40	00:04:29	84																					
EXP	walk	2	  0:00:41	  0:05:49	67		EXP	walk	2	  0:00:41	00:04:30	84																					
EXP	walk	2	  0:00:42	  0:05:50	67		EXP	walk	2	  0:00:42	00:04:31	84																					
EXP	walk	2	  0:00:43	  0:05:51	67		EXP	walk	2	  0:00:43	00:04:32	84																					
EXP	walk	2	  0:00:44	  0:05:52	67		EXP	walk	2	  0:00:44	00:04:33	84																					
EXP	walk	2	  0:00:45	  0:05:53	68		EXP	walk	2	  0:00:45	00:04:34	83																					
EXP	walk	2	  0:00:46	  0:05:54	68		EXP	walk	2	  0:00:46	00:04:35	84																					
EXP	walk	2	  0:00:47	  0:05:55	67		EXP	walk	2	  0:00:47	00:04:36	84																					
EXP	walk	2	  0:00:48	  0:05:56	66		EXP	walk	2	  0:00:48	00:04:37	84																					
EXP	walk	2	  0:00:49	  0:05:57	66		EXP	walk	2	  0:00:49	00:04:38	84																					
EXP	walk	2	  0:00:50	  0:05:58	66		EXP	walk	2	  0:00:50	00:04:39	85																					
EXP	walk	2	  0:00:51	  0:05:59	65		EXP	walk	2	  0:00:51	00:04:40	85																					
EXP	walk	2	  0:00:52	  0:06:00	65		EXP	walk	2	  0:00:52	00:04:41	85																					
EXP	walk	2	  0:00:53	  0:06:01	65		EXP	walk	2	  0:00:53	00:04:42	85																					
EXP	walk	2	  0:00:54	  0:06:02	65		EXP	walk	2	  0:00:54	00:04:43	86																					
EXP	walk	2	  0:00:55	  0:06:03	65		EXP	walk	2	  0:00:55	00:04:44	86																					
EXP	walk	2	  0:00:56	  0:06:04	66		EXP	walk	2	  0:00:56	00:04:45	86																					
EXP	walk	2	  0:00:57	  0:06:05	66		EXP	walk	2	  0:00:57	00:04:46	86																					
EXP	walk	2	  0:00:58	  0:06:06	66		EXP	walk	2	  0:00:58	00:04:47	86																					
EXP	walk	3	  0:00:59	  0:06:07	67		EXP	walk	3	  0:00:59	00:04:48	86																					
EXP	run	3	  0:01:00	  0:06:08	68		EXP	run	3	  0:01:00	00:04:49	86																					
EXP	run	3	  0:01:01	  0:06:09	68		EXP	run	3	  0:01:01	00:04:50	87																					
EXP	run	3	  0:01:02	  0:06:10	68		EXP	run	3	  0:01:02	00:04:51	87																					
EXP	run	3	  0:01:03	  0:06:11	68		EXP	run	3	  0:01:03	00:04:52	88																					
EXP	run	3	  0:01:04	  0:06:12	68		EXP	run	3	  0:01:04	00:04:53	88																					
EXP	run	3	  0:01:05	  0:06:13	68		EXP	run	3	  0:01:05	00:04:54	89																					
