1PP							3PP																								
PHASE		cycle	EXP TIME	video time	HR		PHASE		cycle	EXP TIME	video time	HR																			
BASELINE	static	0	  0:00:00	00:00:00	94		BASELINE	static	0	  0:00:00	00:00:00	84																			
BASELINE	static	0	  0:00:01	00:00:01	94		BASELINE	static	0	  0:00:01	00:00:01	84																			
BASELINE	static	0	  0:00:02	00:00:02	94		BASELINE	static	0	  0:00:02	00:00:02	85																			
BASELINE	static	0	  0:00:03	00:00:03	94		BASELINE	static	0	  0:00:03	00:00:03	85																			
BASELINE	static	0	  0:00:04	00:00:04	93		BASELINE	static	0	  0:00:04	00:00:04	85																			
BASELINE	static	0	  0:00:05	00:00:05	93		BASELINE	static	0	  0:00:05	00:00:05	86																			
BASELINE	static	0	  0:00:06	00:00:06	92		BASELINE	static	0	  0:00:06	00:00:06	86																			
BASELINE	static	0	  0:00:07	00:00:07	92		BASELINE	static	0	  0:00:07	00:00:07	87																			
BASELINE	static	0	  0:00:08	00:00:08	93		BASELINE	static	0	  0:00:08	00:00:08	87																			
BASELINE	static	0	  0:00:09	00:00:09	94		BASELINE	static	0	  0:00:09	00:00:09	87																			
BASELINE	static	0	  0:00:10	00:00:10	94		BASELINE	static	0	  0:00:10	00:00:10	87																			
BASELINE	static	0	  0:00:11	00:00:11	94		BASELINE	static	0	  0:00:11	00:00:11	86																			
BASELINE	static	0	  0:00:12	00:00:12	94		BASELINE	static	0	  0:00:12	00:00:12	86																			
BASELINE	static	0	  0:00:13	00:00:13	92		BASELINE	static	0	  0:00:13	00:00:13	87																			
BASELINE	static	0	  0:00:14	00:00:14	92		BASELINE	static	0	  0:00:14	00:00:14	87																			
BASELINE	static	0	  0:00:15	00:00:15	92		BASELINE	static	0	  0:00:15	00:00:15	87																			
BASELINE	static	0	  0:00:16	00:00:16	92		BASELINE	static	0	  0:00:16	00:00:16	87																			
BASELINE	static	0	  0:00:17	00:00:17	92		BASELINE	static	0	  0:00:17	00:00:17	86																			
BASELINE	static	0	  0:00:18	00:00:18	92		BASELINE	static	0	  0:00:18	00:00:18	86																			
BASELINE	static	0	  0:00:19	00:00:19	91		BASELINE	static	0	  0:00:19	00:00:19	86																			
BASELINE	static	0	  0:00:20	00:00:20	90		BASELINE	static	0	  0:00:20	00:00:20	86																			
BASELINE	static	0	  0:00:21	00:00:21	89		BASELINE	static	0	  0:00:21	00:00:21	86																			
BASELINE	static	0	  0:00:22	00:00:22	89		BASELINE	static	0	  0:00:22	00:00:22	86																			
