1PP							3PP																										
PHASE		cycle	EXP TIME	video time	HR		PHASE		cycle	EXP TIME	video time	HR																					
BASELINE	static	0	  0:01:13	  0:01:17	39		BASELINE	static	0	  0:01:13	  0:01:30	43																					
BASELINE	static	0	  0:01:14	  0:01:18	39		BASELINE	static	0	  0:01:14	  0:01:31	43																					
BASELINE	static	0	  0:01:15	  0:01:19	39		BASELINE	static	0	  0:01:15	  0:01:32	43																					
BASELINE	static	0	  0:01:16	  0:01:20	39		BASELINE	static	0	  0:01:16	  0:01:33	43																					
BASELINE	static	0	  0:01:17	  0:01:21	39		BASELINE	static	0	  0:01:17	  0:01:34	43																					
BASELINE	static	0	  0:01:18	  0:01:22	39		BASELINE	static	0	  0:01:18	  0:01:35	43																					
BASELINE	static	0	  0:01:19	  0:01:23	39		BASELINE	static	0	  0:01:19	  0:01:36	43																					
BASELINE	static	0	  0:01:20	  0:01:24	39		BASELINE	static	0	  0:01:20	  0:01:37	43																					
BASELINE	static	0	  0:01:21	  0:01:25	39		BASELINE	static	0	  0:01:21	  0:01:38	43																					
BASELINE	static	0	  0:01:22	  0:01:26	39		BASELINE	static	0	  0:01:22	  0:01:39	43																					
BASELINE	static	0	  0:01:23	  0:01:27	39		BASELINE	static	0	  0:01:23	  0:01:40	43																					
BASELINE	static	0	  0:01:24	  0:01:28	39		BASELINE	static	0	  0:01:24	  0:01:41	43																					
BASELINE	static	0	  0:01:25	  0:01:29	40		BASELINE	static	0	  0:01:25	  0:01:42	43																					
BASELINE	static	0	  0:01:26	  0:01:30	40		BASELINE	static	0	  0:01:26	  0:01:43	43																					
BASELINE	static	0	  0:01:27	  0:01:31	40		BASELINE	static	0	  0:01:27	  0:01:44	43																					
BASELINE	static	0	  0:01:28	  0:01:32	40		BASELINE	static	0	  0:01:28	  0:01:45	43																					
BASELINE	static	0	  0:01:29	  0:01:33	40		BASELINE	static	0	  0:01:29	  0:01:46	43																					
BASELINE	static	0	  0:01:30	  0:01:34	40		BASELINE	static	0	  0:01:30	  0:01:47	43																					
BASELINE	static	0	  0:01:31	  0:01:35	40		BASELINE	static	0	  0:01:31	  0:01:48	43																					
BASELINE	static	0	  0:01:32	  0:01:36	40		BASELINE	static	0	  0:01:32	  0:01:49	43																					
BASELINE	static	0	  0:01:33	  0:01:37	40		BASELINE	static	0	  0:01:33	  0:01:50	43																					
BASELINE	static	0	  0:01:34	  0:01:38	40		BASELINE	static	0	  0:01:34	  0:01:51	43																					
BASELINE	static	0	  0:01:35	  0:01:39	40		BASELINE	static	0	  0:01:35	  0:01:52	43																					
BASELINE	static	0	  0:01:36	  0:01:40	40		BASELINE	static	0	  0:01:36	  0:01:53	43																					
BASELINE	static	0	  0:01:37	  0:01:41	40		BASELINE	static	0	  0:01:37	  0:01:54	43																					
BASELINE	static	0	  0:01:38	  0:01:42	40		BASELINE	static	0	  0:01:38	  0:01:55	43																					
BASELINE	static	0	  0:01:39	  0:01:43	40		BASELINE	static	0	  0:01:39	  0:01:56	43																					
BASELINE	static	0	  0:01:40	  0:01:44	40		BASELINE	static	0	  0:01:40	  0:01:57	43																					
BASELINE	static	0	  0:01:41	  0:01:45	40		BASELINE	static	0	  0:01:41	  0:01:58	43																					
BASELINE	static	0	  0:01:42	  0:01:46	40		BASELINE	static	0	  0:01:42	  0:01:59	43																					
BASELINE	static	0	  0:01:43	  0:01:47	40		BASELINE	static	0	  0:01:43	  0:02:00	43																					
BASELINE	static	0	  0:01:44	  0:01:48	40		BASELINE	static	0	  0:01:44	  0:02:01	43																					
BASELINE	static	0	  0:01:45	  0:01:49	40		BASELINE	static	0	  0:01:45	  0:02:02	43																					
BASELINE	static	0	  0:01:46	  0:01:50	40		BASELINE	static	0	  0:01:46	  0:02:03	43																					
BASELINE	static	0	  0:01:47	  0:01:51	40		BASELINE	static	0	  0:01:47	  0:02:04	43																					
BASELINE	static	0	  0:01:48	  0:01:52	40		BASELINE	static	0	  0:01:48	  0:02:05	43																					
BASELINE	static	0	  0:01:49	  0:01:53	40		BASELINE	static	0	  0:01:49	  0:02:06	43																					
BASELINE	static	0	  0:01:50	  0:01:54	40		BASELINE	static	0	  0:01:50	  0:02:07	43																					
BASELINE	static	0	  0:01:51	  0:01:55	40		BASELINE	static	0	  0:01:51	  0:02:08	43																					
BASELINE	static	0	  0:01:52	  0:01:56	40		BASELINE	static	0	  0:01:52	  0:02:09	43																					
BASELINE	static	0	  0:01:53	  0:01:57	40		BASELINE	static	0	  0:01:53	  0:02:10	43																					
BASELINE	static	0	  0:01:54	  0:01:58	40		BASELINE	static	0	  0:01:54	  0:02:11	43																					
BASELINE	static	0	  0:01:55	  0:01:59	40		BASELINE	static	0	  0:01:55	  0:02:12	43																					
BASELINE	static	0	  0:01:56	  0:02:00	40		BASELINE	static	0	  0:01:56	  0:02:13	43																					
BASELINE	static	0	  0:01:57	  0:02:01	40		BASELINE	static	0	  0:01:57	  0:02:14	43																					
BASELINE	static	0	  0:01:58	  0:02:02	40		BASELINE	static	0	  0:01:58	  0:02:15	43																					
BASELINE	static	0	  0:01:59	  0:02:03	40		BASELINE	static	0	  0:01:59	  0:02:16	43																					
BASELINE	static	0	  0:02:00	  0:02:04	39		BASELINE	static	0	  0:02:00	  0:02:17	43																					
BASELINE	static	0	  0:02:01	  0:02:05	39		BASELINE	static	0	  0:02:01	  0:02:18	43																					
BASELINE	static	0	  0:02:02	  0:02:06	38		BASELINE	static	0	  0:02:02	  0:02:19	43																					
BASELINE	static	0	  0:02:03	  0:02:07	38		BASELINE	static	0	  0:02:03	  0:02:20	43																					
BASELINE	static	0	  0:02:04	  0:02:08	38		BASELINE	static	0	  0:02:04	  0:02:21	43																					
BASELINE	static	0	  0:02:05	  0:02:09	38		BASELINE	static	0	  0:02:05	  0:02:22	43																					
BASELINE	static	0	  0:02:06	  0:02:10	38		BASELINE	static	0	  0:02:06	  0:02:23	43																					
BASELINE	static	0	  0:02:07	  0:02:11	38		BASELINE	static	0	  0:02:07	  0:02:24	43																					
BASELINE	static	0	  0:02:08	  0:02:12	38		BASELINE	static	0	  0:02:08	  0:02:25	43																					
BASELINE	static	0	  0:02:09	  0:02:13	38		BASELINE	static	0	  0:02:09	  0:02:26	43																					
BASELINE	static	0	  0:02:10	  0:02:14	38		BASELINE	static	0	  0:02:10	  0:02:27	43																					
BASELINE	static	0	  0:02:11	  0:02:15	39		BASELINE	static	0	  0:02:11	  0:02:28	43																					
BASELINE	static	0	  0:02:12	  0:02:16	39		BASELINE	static	0	  0:02:12	  0:02:29	43																					
BASELINE	static	0	  0:02:13	  0:02:17	39		BASELINE	static	0	  0:02:13	  0:02:30	43																					
BASELINE	static	0	  0:02:14	  0:02:18	39		BASELINE	static	0	  0:02:14	  0:02:31	43																					
BASELINE	static	0	  0:02:15	  0:02:19	39		BASELINE	static	0	  0:02:15	  0:02:32	44																					
BASELINE	static	0	  0:02:16	  0:02:20	39		BASELINE	static	0	  0:02:16	  0:02:33	44																					
BASELINE	static	0	  0:02:17	  0:02:21	39		BASELINE	static	0	  0:02:17	  0:02:34	44																					
BASELINE	static	0	  0:02:18	  0:02:22	39		BASELINE	static	0	  0:02:18	  0:02:35	44																					
BASELINE	static	0	  0:02:19	  0:02:23	39		BASELINE	static	0	  0:02:19	  0:02:36	44																					
BASELINE	static	0	  0:02:20	  0:02:24	39		BASELINE	static	0	  0:02:20	  0:02:37	44																					
BASELINE	static	0	  0:02:21	  0:02:25	39		BASELINE	static	0	  0:02:21	  0:02:38	44																					
BASELINE	static	0	  0:02:22	  0:02:26	39		BASELINE	static	0	  0:02:22	  0:02:39	44																					
BASELINE	static	0	  0:02:23	  0:02:27	39		BASELINE	static	0	  0:02:23	  0:02:40	44																					
BASELINE	static	0	  0:02:24	  0:02:28	39		BASELINE	static	0	  0:02:24	  0:02:41	44																					
BASELINE	static	0	  0:02:25	  0:02:29	39		BASELINE	static	0	  0:02:25	  0:02:42	44																					
BASELINE	static	0	  0:02:26	  0:02:30	39		BASELINE	static	0	  0:02:26	  0:02:43	44																					
BASELINE	static	0	  0:02:27	  0:02:31	39		BASELINE	static	0	  0:02:27	  0:02:44	44																					
BASELINE	static	0	  0:02:28	  0:02:32	39		BASELINE	static	0	  0:02:28	  0:02:45	44																					
BASELINE	static	0	  0:02:29	  0:02:33	39		BASELINE	static	0	  0:02:29	  0:02:46	44																					
BASELINE	static	0	  0:02:30	  0:02:34	39		BASELINE	static	0	  0:02:30	  0:02:47	44																					
BASELINE	static	0	  0:02:31	  0:02:35	39		BASELINE	static	0	  0:02:31	  0:02:48	44																					
BASELINE	static	0	  0:02:32	  0:02:36	40		BASELINE	static	0	  0:02:32	  0:02:49	44																					
BASELINE	static	0	  0:02:33	  0:02:37	40		BASELINE	static	0	  0:02:33	  0:02:50	44																					
BASELINE	static	0	  0:02:34	  0:02:38	40		BASELINE	static	0	  0:02:34	  0:02:51	44																					
BASELINE	static	0	  0:02:35	  0:02:39	40		BASELINE	static	0	  0:02:35	  0:02:52	44																					
BASELINE	static	0	  0:02:36	  0:02:40	40		BASELINE	static	0	  0:02:36	  0:02:53	44																					
BASELINE	static	0	  0:02:37	  0:02:41	40		BASELINE	static	0	  0:02:37	  0:02:54	44																					
BASELINE	static	0	  0:02:38	  0:02:42	40		BASELINE	static	0	  0:02:38	  0:02:55	45																					
BASELINE	static	0	  0:02:39	  0:02:43	40		BASELINE	static	0	  0:02:39	  0:02:56	45																					
BASELINE	static	0	  0:02:40	  0:02:44	40		BASELINE	static	0	  0:02:40	  0:02:57	45																					
BASELINE	static	0	  0:02:41	  0:02:45	40		BASELINE	static	0	  0:02:41	  0:02:58	45																					
BASELINE	static	0	  0:02:42	  0:02:46	40		BASELINE	static	0	  0:02:42	  0:02:59	45																					
BASELINE	static	0	  0:02:43	  0:02:47	40		BASELINE	static	0	  0:02:43	  0:03:00	45																					
BASELINE	static	0	  0:02:44	  0:02:48	40		BASELINE	static	0	  0:02:44	  0:03:01	45																					
BASELINE	static	0	  0:02:45	  0:02:49	40		BASELINE	static	0	  0:02:45	  0:03:02	45																					
BASELINE	static	0	  0:02:46	  0:02:50	40		BASELINE	static	0	  0:02:46	  0:03:03	45																					
BASELINE	static	0	  0:02:47	  0:02:51	40		BASELINE	static	0	  0:02:47	  0:03:04	45																					
BASELINE	static	0	  0:02:48	  0:02:52	40		BASELINE	static	0	  0:02:48	  0:03:05	45																					
BASELINE	static	0	  0:02:49	  0:02:53	40		BASELINE	static	0	  0:02:49	  0:03:06	45																					
BASELINE	static	0	  0:02:50	  0:02:54	40		BASELINE	static	0	  0:02:50	  0:03:07	45																					
BASELINE	static	0	  0:02:51	  0:02:55	40		BASELINE	static	0	  0:02:51	  0:03:08	45																					
BASELINE	static	0	  0:02:52	  0:02:56	40		BASELINE	static	0	  0:02:52	  0:03:09	45																					
BASELINE	static	0	  0:02:53	  0:02:57	40		BASELINE	static	0	  0:02:53	  0:03:10	45																					
BASELINE	static	0	  0:02:54	  0:02:58	41		BASELINE	static	0	  0:02:54	  0:03:11	45																					
BASELINE	static	0	  0:02:55	  0:02:59	41		BASELINE	static	0	  0:02:55	  0:03:12	45																					
BASELINE	static	0	  0:02:56	  0:03:00	41		BASELINE	static	0	  0:02:56	  0:03:13	45																					
BASELINE	static	0	  0:02:57	  0:03:01	41		BASELINE	static	0	  0:02:57	  0:03:14	45																					
BASELINE	static	0	  0:02:58	  0:03:02	40		BASELINE	static	0	  0:02:58	  0:03:15	45																					
BASELINE	static	0	  0:02:59	  0:03:03	40		BASELINE	static	0	  0:02:59	  0:03:16	45																					
		0		  0:03:04	40				0		  0:03:17	45																					
		0		  0:03:05	40				0		  0:03:18	45																					
		0		  0:03:06	40				0		  0:03:19	45																					
		0		  0:03:07	40				0		  0:03:20	45																					
		0		  0:03:08	40				0		  0:03:21	45																					
		0		  0:03:09	40				0		  0:03:22	45																					
		0		  0:03:10	40				0		  0:03:23	45																					
		0		  0:03:11	40				0		  0:03:24	45																					
		0		  0:03:12	40				0		  0:03:25	45																					
		0		  0:03:13	40				0		  0:03:26	45																					
		0		  0:03:14	40				0		  0:03:27	45																					
		0		  0:03:15	40				0		  0:03:28	45																					
		0		  0:03:16	40				0		  0:03:29	45																					
		0		  0:03:17	40				0		  0:03:30	44																					
		0		  0:03:18	39				0		  0:03:31	44																					
		0		  0:03:19	39				0		  0:03:32	44																					
		0		  0:03:20	39				0		  0:03:33	44																					
		0		  0:03:21	39				0		  0:03:34	44																					
		0		  0:03:22	39				0		  0:03:35	44																					
		0		  0:03:23	39				0		  0:03:36	44																					
		0		  0:03:24	39				0		  0:03:37	44																					
		0		  0:03:25	39				0		  0:03:38	44																					
		0		  0:03:26	39				0		  0:03:39	44																					
		0		  0:03:27	39				0		  0:03:40	44																					
		0		  0:03:28	39				0		  0:03:41	44																					
		0		  0:03:29	39				0		  0:03:42	44																					
		0		  0:03:30	39				0		  0:03:43	44																					
		0		  0:03:31	39				0		  0:03:44	44																					
		0		  0:03:32	39				0		  0:03:45	44																					
		0		  0:03:33	39				0		  0:03:46	44																					
		0		  0:03:34	39				0		  0:03:47	44																					
		0		  0:03:35	39				0		  0:03:48	44																					
		0		  0:03:36	39				0		  0:03:49	44																					
		0		  0:03:37	39				0		  0:03:50	44																					
		0		  0:03:38	39				0		  0:03:51	44																					
		0		  0:03:39	39				0		  0:03:52	44																					
		0		  0:03:40	39				0		  0:03:53	44																					
		0		  0:03:41	39				0		  0:03:54	44																					
		0		  0:03:42	40				0		  0:03:55	44																					
		0		  0:03:43	40				0		  0:03:56	44																					
		0		  0:03:44	40				0		  0:03:57	44																					
		0		  0:03:45	40				0		  0:03:58	44																					
		0		  0:03:46	40				0		  0:03:59	44																					
		0		  0:03:47	40				0		  0:04:00	45																					
		0		  0:03:48	40				0		  0:04:01	45																					
		0		  0:03:49	40				0		  0:04:02	45																					
		0		  0:03:50	40				0		  0:04:03	45																					
		0		  0:03:51	40				0		  0:04:04	45																					
		0		  0:03:52	40				0		  0:04:05	45																					
		0		  0:03:53	40				0		  0:04:06	45																					
		0		  0:03:54	40				0		  0:04:07	45																					
		0		  0:03:55	40				0		  0:04:08	45																					
		0		  0:03:56	40				0		  0:04:09	45																					
		0		  0:03:57	40				0		  0:04:10	45																					
		0		  0:03:58	40				0		  0:04:11	45																					
		0		  0:03:59	40				0		  0:04:12	45																					
		0		  0:04:00	40				0		  0:04:13	45																					
		0		  0:04:01	40				0		  0:04:14	45																					
		0		  0:04:02	40				0		  0:04:15	45																					
		0		  0:04:03	40				0																								
		0		  0:04:04	40				0																								
		0							0																								
		0							0																								
		0							0																								
		0							0																								
		0							0																								
		0							0																								
																																	
		1							1																								
EXP	run	1	  0:00:00	  0:05:11	39		EXP	run	1	  0:00:00	  0:04:46	44																					
EXP	run	1	  0:00:01	  0:05:12	39		EXP	run	1	  0:00:01	  0:04:47	44																					
EXP	run	1	  0:00:02	  0:05:13	39		EXP	run	1	  0:00:02	  0:04:48	44																					
EXP	run	1	  0:00:03	  0:05:14	38		EXP	run	1	  0:00:03	  0:04:49	44																					
EXP	run	1	  0:00:04	  0:05:15	38		EXP	run	1	  0:00:04	  0:04:50	44																					
EXP	run	1	  0:00:05	  0:05:16	38		EXP	run	1	  0:00:05	  0:04:51	44																					
EXP	run	1	  0:00:06	  0:05:17	38		EXP	run	1	  0:00:06	  0:04:52	44																					
EXP	run	1	  0:00:07	  0:05:18	38		EXP	run	1	  0:00:07	  0:04:53	44																					
EXP	run	1	  0:00:08	  0:05:19	38		EXP	run	1	  0:00:08	  0:04:54	44																					
EXP	run	1	  0:00:09	  0:05:20	38		EXP	run	1	  0:00:09	  0:04:55	44																					
EXP	run	1	  0:00:10	  0:05:21	38		EXP	run	1	  0:00:10	  0:04:56	44																					
EXP	run	1	  0:00:11	  0:05:22	38		EXP	run	1	  0:00:11	  0:04:57	44																					
EXP	run	1	  0:00:12	  0:05:23	38		EXP	run	1	  0:00:12	  0:04:58	44																					
EXP	run	1	  0:00:13	  0:05:24	38		EXP	run	1	  0:00:13	  0:04:59	44																					
EXP	run	1	  0:00:14	  0:05:25	39		EXP	run	1	  0:00:14	  0:05:00	44																					
EXP	run	1	  0:00:15	  0:05:26	39		EXP	run	1	  0:00:15	  0:05:01	44																					
EXP	run	1	  0:00:16	  0:05:27	39		EXP	run	1	  0:00:16	  0:05:02	44																					
EXP	run	1	  0:00:17	  0:05:28	39		EXP	run	1	  0:00:17	  0:05:03	44																					
EXP	run	1	  0:00:18	  0:05:29	39		EXP	run	1	  0:00:18	  0:05:04	44																					
EXP	run	1	  0:00:19	  0:05:30	39		EXP	run	1	  0:00:19	  0:05:05	44																					
EXP	run	1	  0:00:20	  0:05:31	39		EXP	run	1	  0:00:20	  0:05:06	44																					
EXP	run	1	  0:00:21	  0:05:32	39		EXP	run	1	  0:00:21	  0:05:07	44																					
EXP	run	1	  0:00:22	  0:05:33	39		EXP	run	1	  0:00:22	  0:05:08	44																					
EXP	run	1	  0:00:23	  0:05:34	39		EXP	run	1	  0:00:23	  0:05:09	44																					
EXP	run	1	  0:00:24	  0:05:35	39		EXP	run	1	  0:00:24	  0:05:10	44																					
EXP	run	1	  0:00:25	  0:05:36	39		EXP	run	1	  0:00:25	  0:05:11	44																					
EXP	run	1	  0:00:26	  0:05:37	40		EXP	run	1	  0:00:26	  0:05:12	44																					
EXP	run	1	  0:00:27	  0:05:38	40		EXP	run	1	  0:00:27	  0:05:13	44																					
EXP	run	1	  0:00:28	  0:05:39	40		EXP	run	1	  0:00:28	  0:05:14	44																					
EXP	run	2	  0:00:29	  0:05:40	40		EXP	run	2	  0:00:29	  0:05:15	44																					
EXP	walk	2	  0:00:30	  0:05:41	40		EXP	walk	2	  0:00:30	  0:05:16	44																					
EXP	walk	2	  0:00:31	  0:05:42	40		EXP	walk	2	  0:00:31	  0:05:17	44																					
EXP	walk	2	  0:00:32	  0:05:43	40		EXP	walk	2	  0:00:32	  0:05:18	45																					
EXP	walk	2	  0:00:33	  0:05:44	41		EXP	walk	2	  0:00:33	  0:05:19	45																					
EXP	walk	2	  0:00:34	  0:05:45	41		EXP	walk	2	  0:00:34	  0:05:20	45																					
EXP	walk	2	  0:00:35	  0:05:46	41		EXP	walk	2	  0:00:35	  0:05:21	45																					
EXP	walk	2	  0:00:36	  0:05:47	41		EXP	walk	2	  0:00:36	  0:05:22	45																					
EXP	walk	2	  0:00:37	  0:05:48	41		EXP	walk	2	  0:00:37	  0:05:23	45																					
EXP	walk	2	  0:00:38	  0:05:49	41		EXP	walk	2	  0:00:38	  0:05:24	45																					
EXP	walk	2	  0:00:39	  0:05:50	41		EXP	walk	2	  0:00:39	  0:05:25	45																					
EXP	walk	2	  0:00:40	  0:05:51	41		EXP	walk	2	  0:00:40	  0:05:26	45																					
EXP	walk	2	  0:00:41	  0:05:52	41		EXP	walk	2	  0:00:41	  0:05:27	45																					
EXP	walk	2	  0:00:42	  0:05:53	41		EXP	walk	2	  0:00:42	  0:05:28	45																					
EXP	walk	2	  0:00:43	  0:05:54	41		EXP	walk	2	  0:00:43	  0:05:29	45																					
EXP	walk	2	  0:00:44	  0:05:55	41		EXP	walk	2	  0:00:44	  0:05:30	45																					
EXP	walk	2	  0:00:45	  0:05:56	41		EXP	walk	2	  0:00:45	  0:05:31	45																					
EXP	walk	2	  0:00:46	  0:05:57	41		EXP	walk	2	  0:00:46	  0:05:32	45																					
EXP	walk	2	  0:00:47	  0:05:58	41		EXP	walk	2	  0:00:47	  0:05:33	45																					
EXP	walk	2	  0:00:48	  0:05:59	41		EXP	walk	2	  0:00:48	  0:05:34	45																					
EXP	walk	2	  0:00:49	  0:06:00	41		EXP	walk	2	  0:00:49	  0:05:35	45																					
EXP	walk	2	  0:00:50	  0:06:01	41		EXP	walk	2	  0:00:50	  0:05:36	45																					
