1PP							3PP																								
PHASE		cycle	EXP TIME	video time	HR		PHASE		cycle	EXP TIME	video time	HR																			
BASELINE	static	0	  0:00:00	00:00:00	71		BASELINE	static	0	  0:00:00	00:00:00	71																			
BASELINE	static	0	  0:00:01	00:00:01	70		BASELINE	static	0	  0:00:01	00:00:01	71																			
BASELINE	static	0	  0:00:02	00:00:02	70		BASELINE	static	0	  0:00:02	00:00:02	71																			
BASELINE	static	0	  0:00:03	00:00:03	69		BASELINE	static	0	  0:00:03	00:00:03	71																			
BASELINE	static	0	  0:00:04	00:00:04	69		BASELINE	static	0	  0:00:04	00:00:04	70																			
BASELINE	static	0	  0:00:05	00:00:05	69		BASELINE	static	0	  0:00:05	00:00:05	69																			
BASELINE	static	0	  0:00:06	00:00:06	69		BASELINE	static	0	  0:00:06	00:00:06	68																			
BASELINE	static	0	  0:00:07	00:00:07	69		BASELINE	static	0	  0:00:07	00:00:07	68																			
BASELINE	static	0	  0:00:08	00:00:08	68		BASELINE	static	0	  0:00:08	00:00:08	67																			
BASELINE	static	0	  0:00:09	00:00:09	68		BASELINE	static	0	  0:00:09	00:00:09	67																			
BASELINE	static	0	  0:00:10	00:00:10	67		BASELINE	static	0	  0:00:10	00:00:10	67																			
BASELINE	static	0	  0:00:11	00:00:11	66		BASELINE	static	0	  0:00:11	00:00:11	67																			
BASELINE	static	0	  0:00:12	00:00:12	66		BASELINE	static	0	  0:00:12	00:00:12	67																			
BASELINE	static	0	  0:00:13	00:00:13	66		BASELINE	static	0	  0:00:13	00:00:13	67																			
BASELINE	static	0	  0:00:14	00:00:14	66		BASELINE	static	0	  0:00:14	00:00:14	67																			
BASELINE	static	0	  0:00:15	00:00:15	65		BASELINE	static	0	  0:00:15	00:00:15	66																			
BASELINE	static	0	  0:00:16	00:00:16	65		BASELINE	static	0	  0:00:16	00:00:16	66																			
BASELINE	static	0	  0:00:17	00:00:17	65		BASELINE	static	0	  0:00:17	00:00:17	65																			
BASELINE	static	0	  0:00:18	00:00:18	65		BASELINE	static	0	  0:00:18	00:00:18	65																			
BASELINE	static	0	  0:00:19	00:00:19	65		BASELINE	static	0	  0:00:19	00:00:19	65																			
BASELINE	static	0	  0:00:20	00:00:20	65		BASELINE	static	0	  0:00:20	00:00:20	65																			
BASELINE	static	0	  0:00:21	00:00:21	65		BASELINE	static	0	  0:00:21	00:00:21	65																			
BASELINE	static	0	  0:00:22	00:00:22	64		BASELINE	static	0	  0:00:22	00:00:22	65																			
BASELINE	static	0	  0:00:23	00:00:23	64		BASELINE	static	0	  0:00:23	00:00:23	64																			
BASELINE	static	0	  0:00:24	00:00:24	64		BASELINE	static	0	  0:00:24	00:00:24	64																			
BASELINE	static	0	  0:00:25	00:00:25	64		BASELINE	static	0	  0:00:25	00:00:25	64																			
