1PP							3PP																								
PHASE		cycle	EXP TIME	video time	HR		PHASE		cycle	EXP TIME	video time	HR																			
BASELINE	static	0	  0:00:00	  0:00:17	90		BASELINE	static	0	  0:00:00	  0:00:19	71																			
BASELINE	static	0	  0:00:01	  0:00:18	90		BASELINE	static	0	  0:00:01	  0:00:20	71																			
BASELINE	static	0	  0:00:02	  0:00:19	89		BASELINE	static	0	  0:00:02	  0:00:21	71																			
BASELINE	static	0	  0:00:03	  0:00:20	89		BASELINE	static	0	  0:00:03	  0:00:22	71																			
BASELINE	static	0	  0:00:04	  0:00:21	87		BASELINE	static	0	  0:00:04	  0:00:23	70																			
BASELINE	static	0	  0:00:05	  0:00:22	85		BASELINE	static	0	  0:00:05	  0:00:24	70																			
BASELINE	static	0	  0:00:06	  0:00:23	85		BASELINE	static	0	  0:00:06	  0:00:25	70																			
BASELINE	static	0	  0:00:07	  0:00:24	85		BASELINE	static	0	  0:00:07	  0:00:26	70																			
BASELINE	static	0	  0:00:08	  0:00:25	83		BASELINE	static	0	  0:00:08	  0:00:27	69																			
BASELINE	static	0	  0:00:09	  0:00:26	83		BASELINE	static	0	  0:00:09	  0:00:28	69																			
BASELINE	static	0	  0:00:10	  0:00:27	82		BASELINE	static	0	  0:00:10	  0:00:29	68																			
BASELINE	static	0	  0:00:11	  0:00:28	82		BASELINE	static	0	  0:00:11	  0:00:30	68																			
BASELINE	static	0	  0:00:12	  0:00:29	80		BASELINE	static	0	  0:00:12	  0:00:31	67																			
BASELINE	static	0	  0:00:13	  0:00:30	80		BASELINE	static	0	  0:00:13	  0:00:32	67																			
BASELINE	static	0	  0:00:14	  0:00:31	79		BASELINE	static	0	  0:00:14	  0:00:33	67																			
BASELINE	static	0	  0:00:15	  0:00:32	79		BASELINE	static	0	  0:00:15	  0:00:34	66																			
BASELINE	static	0	  0:00:16	  0:00:33	79		BASELINE	static	0	  0:00:16	  0:00:35	66																			
