1PP							3PP																								
PHASE			EXP TIME	video time	HR		PHASE			EXP TIME	video time	HR																			
BASELINE	static	0	  0:00:00	00:00:07	103 		BASELINE	static	0	  0:00:00	00:00:07	95																			
BASELINE	static	0	  0:00:01	00:00:08	103 		BASELINE	static	0	  0:00:01	00:00:08	95																			
BASELINE	static	0	  0:00:02	00:00:09	103 		BASELINE	static	0	  0:00:02	00:00:09	96																			
BASELINE	static	0	  0:00:03	00:00:10	103 		BASELINE	static	0	  0:00:03	00:00:10	96																			
BASELINE	static	0	  0:00:04	00:00:11	103 		BASELINE	static	0	  0:00:04	00:00:11	96																			
BASELINE	static	0	  0:00:05	00:00:12	102 		BASELINE	static	0	  0:00:05	00:00:12	96																			
BASELINE	static	0	  0:00:06	00:00:13	102 		BASELINE	static	0	  0:00:06	00:00:13	96																			
BASELINE	static	0	  0:00:07	00:00:14	102 		BASELINE	static	0	  0:00:07	00:00:14	96																			
BASELINE	static	0	  0:00:08	00:00:15	102 		BASELINE	static	0	  0:00:08	00:00:15	95																			
BASELINE	static	0	  0:00:09	00:00:16	102 		BASELINE	static	0	  0:00:09	00:00:16	94																			
BASELINE	static	0	  0:00:10	00:00:17	104 		BASELINE	static	0	  0:00:10	00:00:17	93																			
BASELINE	static	0	  0:00:11	00:00:18	105 		BASELINE	static	0	  0:00:11	00:00:18	94																			
BASELINE	static	0	  0:00:12	00:00:19	108 		BASELINE	static	0	  0:00:12	00:00:19	94																			
BASELINE	static	0	  0:00:13	00:00:20	109 		BASELINE	static	0	  0:00:13	00:00:20	94																			
BASELINE	static	0	  0:00:14	00:00:21	108 		BASELINE	static	0	  0:00:14	00:00:21	94																			
BASELINE	static	0	  0:00:15	00:00:22	107 		BASELINE	static	0	  0:00:15	00:00:22	95																			
BASELINE	static	0	  0:00:16	00:00:23	105 		BASELINE	static	0	  0:00:16	00:00:23	95																			
BASELINE	static	0	  0:00:17	00:00:24	103 		BASELINE	static	0	  0:00:17	00:00:24	95																			
BASELINE	static	0	  0:00:18	00:00:25	102 		BASELINE	static	0	  0:00:18	00:00:25	95																			
BASELINE	static	0	  0:00:19	00:00:26	102 		BASELINE	static	0	  0:00:19	00:00:26	96																			
BASELINE	static	0	  0:00:20	00:00:27	102 		BASELINE	static	0	  0:00:20	00:00:27	96																			
BASELINE	static	0	  0:00:21	00:00:28	102 		BASELINE	static	0	  0:00:21	00:00:28	92																			
BASELINE	static	0	  0:00:22	00:00:29	103 		BASELINE	static	0	  0:00:22	00:00:29	90																			
BASELINE	static	0	  0:00:23	00:00:30	105 		BASELINE	static	0	  0:00:23	00:00:30	90																			
BASELINE	static	0	  0:00:24	00:00:31	105 		BASELINE	static	0	  0:00:24	00:00:31	90																			
BASELINE	static	0	  0:00:25	00:00:32	106 		BASELINE	static	0	  0:00:25	00:00:32	91																			
BASELINE	static	0	  0:00:26	00:00:33	106 		BASELINE	static	0	  0:00:26	00:00:33	93																			
BASELINE	static	0	  0:00:27	00:00:34	106 		BASELINE	static	0	  0:00:27	00:00:34	93																			
BASELINE	static	0	  0:00:28	00:00:35	106 		BASELINE	static	0	  0:00:28	00:00:35	93																			
BASELINE	static	0	  0:00:29	00:00:36	105 		BASELINE	static	0	  0:00:29	00:00:36	93																			
BASELINE	static	0	  0:00:30	00:00:37	105 		BASELINE	static	0	  0:00:30	00:00:37	93																			
BASELINE	static	0	  0:00:31	00:00:38	104 		BASELINE	static	0	  0:00:31	00:00:38	93																			
BASELINE	static	0	  0:00:32	00:00:39	103 		BASELINE	static	0	  0:00:32	00:00:39	92																			
BASELINE	static	0	  0:00:33	00:00:40	102 		BASELINE	static	0	  0:00:33	00:00:40	92																			
BASELINE	static	0	  0:00:34	00:00:41	103 		BASELINE	static	0	  0:00:34	00:00:41	93																			
BASELINE	static	0	  0:00:35	00:00:42	103 		BASELINE	static	0	  0:00:35	00:00:42	93																			
BASELINE	static	0	  0:00:36	00:00:43	104 		BASELINE	static	0	  0:00:36	00:00:43	94																			
BASELINE	static	0	  0:00:37	00:00:44	105 		BASELINE	static	0	  0:00:37	00:00:44	94																			
BASELINE	static	0	  0:00:38	00:00:45	105 		BASELINE	static	0	  0:00:38	00:00:45	95																			
BASELINE	static	0	  0:00:39	00:00:46	105 		BASELINE	static	0	  0:00:39	00:00:46	95																			
BASELINE	static	0	  0:00:40	00:00:47	104 		BASELINE	static	0	  0:00:40	00:00:47	95																			
BASELINE	static	0	  0:00:41	00:00:48	102 		BASELINE	static	0	  0:00:41	00:00:48	94																			
