1PP							3PP																								
PHASE		cycle	EXP TIME	video time	HR		PHASE		cycle	EXP TIME	video time	HR																			
BASELINE	static	0	  0:00:00	00:00:00	82		BASELINE	static	0	  0:00:00	00:00:00	69																			
BASELINE	static	0	  0:00:01	00:00:01	82		BASELINE	static	0	  0:00:01	00:00:01	69																			
BASELINE	static	0	  0:00:02	00:00:02	82		BASELINE	static	0	  0:00:02	00:00:02	69																			
BASELINE	static	0	  0:00:03	00:00:03	82		BASELINE	static	0	  0:00:03	00:00:03	69																			
BASELINE	static	0	  0:00:04	00:00:04	82		BASELINE	static	0	  0:00:04	00:00:04	69																			
BASELINE	static	0	  0:00:05	00:00:05	82		BASELINE	static	0	  0:00:05	00:00:05	69																			
BASELINE	static	0	  0:00:06	00:00:06	82		BASELINE	static	0	  0:00:06	00:00:06	68																			
BASELINE	static	0	  0:00:07	00:00:07	83		BASELINE	static	0	  0:00:07	00:00:07	68																			
BASELINE	static	0	  0:00:08	00:00:08	83		BASELINE	static	0	  0:00:08	00:00:08	68																			
BASELINE	static	0	  0:00:09	00:00:09	83		BASELINE	static	0	  0:00:09	00:00:09	69																			
BASELINE	static	0	  0:00:10	00:00:10	82		BASELINE	static	0	  0:00:10	00:00:10	69																			
BASELINE	static	0	  0:00:11	00:00:11	81		BASELINE	static	0	  0:00:11	00:00:11	69																			
BASELINE	static	0	  0:00:12	00:00:12	80		BASELINE	static	0	  0:00:12	00:00:12	69																			
BASELINE	static	0	  0:00:13	00:00:13	80		BASELINE	static	0	  0:00:13	00:00:13	69																			
BASELINE	static	0	  0:00:14	00:00:14	79		BASELINE	static	0	  0:00:14	00:00:14	69																			
BASELINE	static	0	  0:00:15	00:00:15	79		BASELINE	static	0	  0:00:15	00:00:15	69																			
BASELINE	static	0	  0:00:16	00:00:16	79		BASELINE	static	0	  0:00:16	00:00:16	69																			
BASELINE	static	0	  0:00:17	00:00:17	79		BASELINE	static	0	  0:00:17	00:00:17	68																			
BASELINE	static	0	  0:00:18	00:00:18	80		BASELINE	static	0	  0:00:18	00:00:18	68																			
BASELINE	static	0	  0:00:19	00:00:19	80		BASELINE	static	0	  0:00:19	00:00:19	68																			
BASELINE	static	0	  0:00:20	00:00:20	79		BASELINE	static	0	  0:00:20	00:00:20	67																			
BASELINE	static	0	  0:00:21	00:00:21	79		BASELINE	static	0	  0:00:21	00:00:21	67																			
BASELINE	static	0	  0:00:22	00:00:22	79		BASELINE	static	0	  0:00:22	00:00:22	67																			
BASELINE	static	0	  0:00:23	00:00:23	79		BASELINE	static	0	  0:00:23	00:00:23	67																			
BASELINE	static	0	  0:00:24	00:00:24	77		BASELINE	static	0	  0:00:24	00:00:24	67																			
BASELINE	static	0	  0:00:25	00:00:25	76		BASELINE	static	0	  0:00:25	00:00:25	67																			
BASELINE	static	0	  0:00:26	00:00:26	76		BASELINE	static	0	  0:00:26	00:00:26	67																			
BASELINE	static	0	  0:00:27	00:00:27	75		BASELINE	static	0	  0:00:27	00:00:27	67																			
BASELINE	static	0	  0:00:28	00:00:28	76		BASELINE	static	0	  0:00:28	00:00:28	67																			
BASELINE	static	0	  0:00:29	00:00:29	76		BASELINE	static	0	  0:00:29	00:00:29	66																			
BASELINE	static	0	  0:00:30	00:00:30	76		BASELINE	static	0	  0:00:30	00:00:30	66																			
BASELINE	static	0	  0:00:31	00:00:31	77		BASELINE	static	0	  0:00:31	00:00:31	67																			
BASELINE	static	0	  0:00:32	00:00:32	77		BASELINE	static	0	  0:00:32	00:00:32	67																			
BASELINE	static	0	  0:00:33	00:00:33	78		BASELINE	static	0	  0:00:33	00:00:33	67																			
BASELINE	static	0	  0:00:34	00:00:34	77		BASELINE	static	0	  0:00:34	00:00:34	68																			
BASELINE	static	0	  0:00:35	00:00:35	77		BASELINE	static	0	  0:00:35	00:00:35	68																			
BASELINE	static	0	  0:00:36	00:00:36	77		BASELINE	static	0	  0:00:36	00:00:36	69																			
BASELINE	static	0	  0:00:37	00:00:37	77		BASELINE	static	0	  0:00:37	00:00:37	69																			
BASELINE	static	0	  0:00:38	00:00:38	77		BASELINE	static	0	  0:00:38	00:00:38	69																			
BASELINE	static	0	  0:00:39	00:00:39	77		BASELINE	static	0	  0:00:39	00:00:39	69																			
BASELINE	static	0	  0:00:40	00:00:40	77		BASELINE	static	0	  0:00:40	00:00:40	69																			
BASELINE	static	0	  0:00:41	00:00:41	78		BASELINE	static	0	  0:00:41	00:00:41	69																			
BASELINE	static	0	  0:00:42	00:00:42	78		BASELINE	static	0	  0:00:42	00:00:42	68																			
